escalation_id,ticket_id,from_agent_id,to_agent_id,escalation_reason,escalation_date,escalation_level,resolution_time_hours,is_resolved,notes
856,5646,30.0,31,,2024-05-03,2,38,True,Law note sound place last region.
857,5649,18.0,42,,2024-09-05,1,36,True,Manager edge more effort decade.
858,5650,,21,,2024-02-01,1,1,True,Outside still tend organization miss.
859,5670,50.0,33,,2024-12-14,3,29,True,They stop pay yourself painting scene approach body view and.
860,5671,14.0,12,,2024-10-19,1,24,False,Someone election on pressure ready member economic color agent.
861,5672,2.0,29,,2024-01-22,1,14,True,If suggest suggest young ago heavy skill.
862,5677,47.0,36,,2023-03-02,3,15,True,Science suddenly fly example find room more center.
863,5682,,44,Complex Technical Issue,2024-05-09,1,16,True,Anyone plant onto class despite charge ready staff expect.
864,5685,14.0,40,,2023-07-03,3,28,True,Run chair project such teacher.
865,5686,44.0,24,SLA Breach Risk,2024-11-08,2,24,True,Cost nor senior ok film.
866,5689,27.0,41,,2023-09-14,2,37,True,Toward dark someone determine compare opportunity full customer.
867,5693,25.0,49,,2024-10-10,2,36,True,Miss history spring gas energy already.
868,5694,35.0,14,,2024-01-29,1,12,False,President space dog establish.
869,5701,3.0,25,,2024-08-23,2,48,False,One approach billion thus give.
870,5705,27.0,25,,2024-06-12,2,7,True,State dinner language challenge threat late option specific director its.
871,5714,48.0,38,,2023-05-21,3,33,True,Case create while health always hard quality not book develop.
872,5718,19.0,11,,2024-11-27,3,20,True,So eat develop various these allow control television situation upon.
873,5724,,24,,2024-07-03,1,18,True,Kid simply up all control.
874,5750,8.0,38,,2024-09-25,1,3,False,Audience program performance material three cold daughter market.
875,5755,36.0,7,,2023-02-26,2,22,True,Scene employee staff before issue government return book.
876,5757,22.0,27,,2024-09-09,2,33,True,Fight ever late tree choice lose.
877,5766,5.0,7,,2023-11-04,2,15,False,Fish economy production administration send red per product.
878,5767,10.0,48,,2023-10-15,2,11,True,Article growth deep new fall size science.
879,5770,1.0,20,,2023-08-12,1,43,True,Kid direction onto action ok know seat street western seat.
880,5779,37.0,49,,2024-07-08,1,40,True,Not talk take true throw reality administration lawyer.
881,5781,16.0,48,,2023-07-21,2,48,True,Thank help site none without guess result week to.
882,5784,14.0,23,,2024-09-06,2,32,True,Let ask room bed hospital.
883,5792,,20,,2024-06-14,1,1,True,Some administration site early seek believe environment form rock school.
884,5808,32.0,48,,2023-04-29,1,40,True,Candidate establish pass claim fast will.
885,5816,36.0,45,,2024-08-08,2,43,True,Structure model little song left.
886,5821,34.0,15,,2024-05-18,1,37,True,Project radio forget another issue level card pick again its.
887,5861,21.0,42,,2024-04-23,2,30,False,Hear you prove who game reason billion behind lot.
888,5870,6.0,41,,2024-09-07,3,15,True,Second three community until each last focus.
889,5871,31.0,45,,2024-11-08,3,39,True,Administration free management base fish.
890,5872,40.0,42,,2024-05-31,1,11,True,Three stock Mr evening increase so.
891,5876,40.0,13,,2024-03-10,3,26,False,Well but growth process knowledge office environmental.
892,5879,10.0,14,,2023-09-03,1,41,True,Plan beat five debate quickly seat.
893,5882,2.0,33,,2024-06-09,1,37,True,Account soon media lawyer staff up task public source.
894,5883,,17,,2024-11-21,2,47,False,Growth suffer information low father call sell note race among.
895,5888,49.0,47,,2024-02-27,2,27,False,Clear any town relate window.
896,5899,3.0,19,,2024-11-23,2,23,True,Benefit reflect name TV indeed five parent.
897,5901,11.0,20,,2024-12-13,1,20,False,South finish decade there man anything audience.
898,5910,14.0,13,,2024-02-01,2,32,True,Hospital them such song hand school nothing enjoy technology.
899,5913,46.0,4,,2024-01-03,1,38,True,Mention yet color heavy born benefit eat medical finally attorney.
900,5914,15.0,22,Security Concern,2024-11-23,2,45,True,Avoid performance environmental beyond society democratic traditional hotel court our.
901,5929,44.0,14,,2024-10-15,2,16,True,Break yet spring involve late chair hope.
902,5930,38.0,8,,2023-02-03,2,7,False,Night manager his read test.
903,5936,41.0,36,Manager Required,2024-12-06,2,20,True,No of some campaign recent effect college.
904,5938,29.0,1,,2024-07-04,2,18,True,Live together position magazine a white trial blood career clearly.
905,5940,36.0,1,,2024-10-05,3,46,True,Per state statement so always recently parent head social.
906,5961,42.0,26,Complex Technical Issue,2024-06-06,1,35,True,Resource difficult natural better free book film light.
907,5965,,40,,2024-12-13,2,16,True,Seek drop option condition station though successful quality.
908,5966,31.0,20,SLA Breach Risk,2024-06-20,3,43,False,Authority morning local country effect other really statement again sure.
909,5968,3.0,36,,2024-08-14,3,39,True,Early star always really yeah.
910,5976,36.0,47,,2024-10-09,2,3,True,Water year fact model child feeling enter region range process.
911,5986,48.0,23,Security Concern,2024-05-02,3,38,True,Score senior throughout time debate agree kid his notice political plant.
912,5988,35.0,34,,2023-03-17,1,11,True,Relationship give charge person carry attorney charge.
913,5990,49.0,35,,2023-07-16,1,25,True,Turn build effect learn day week.
914,5997,28.0,36,,2024-11-01,2,15,True,Interesting make will defense goal break represent senior check.
915,6003,6.0,22,,2023-12-11,1,15,True,Role inside either he.
916,6011,38.0,3,Security Concern,2024-10-28,2,18,True,Past book game town choice history air ready south fast.
917,6015,43.0,23,,2024-09-08,1,28,False,Sport social PM east sing remain interview authority.
918,6020,40.0,50,,2024-10-03,2,26,True,Throughout have floor by one data evidence section central.
919,6033,19.0,30,,2023-10-07,2,24,True,Oil almost him career until building.
920,6037,14.0,42,,2024-09-04,1,22,False,Sea director involve since sign site.
921,6044,44.0,16,Customer Dissatisfaction,2024-10-27,1,24,True,Child here bill loss single heavy.
922,6051,15.0,49,,2024-07-06,2,37,True,Everything hope spend whatever ready sea wall ball family.
923,6057,42.0,43,,2023-11-12,2,33,False,Anyone always be create administration affect both water.
924,6066,,45,,2023-11-13,1,34,True,Certainly require hotel rock response.
925,6068,23.0,24,,2023-12-02,3,18,True,Sense them my ground they voice old part scene.
926,6069,,12,,2023-07-13,3,43,True,Who describe respond attention to talk it father marriage red.
927,6072,50.0,36,,2024-06-06,2,38,False,Direction film night according Republican mission.
928,6078,21.0,20,,2024-06-18,2,16,True,Month on little technology.
929,6081,32.0,48,,2023-07-20,2,35,True,Continue right yourself feel prove participant woman.
930,6083,,49,Customer Dissatisfaction,2024-10-07,3,9,True,Than its reality work detail home bar leader under.
931,6090,20.0,18,,2023-11-17,2,10,True,Child wear might owner finish agreement knowledge fight above position who.
932,6104,10.0,11,,2024-05-07,2,43,True,Water country someone market face federal case identify.
933,6117,,27,,2024-12-04,2,37,True,Wide population some yourself development hold base.
934,6121,19.0,17,,2024-10-30,2,19,True,Wide fight happen sea there employee age billion.
935,6127,38.0,29,,2024-03-16,1,12,True,Position between prevent society phone clear full simple.
936,6129,,30,,2024-03-28,1,45,True,Man hit thought public affect either amount out hot.
937,6130,1.0,43,,2023-09-12,3,42,False,Seem name discover teach behavior enough.
938,6135,29.0,43,,2024-04-04,3,16,True,Just year machine score cover later not if seek she.
939,6137,44.0,46,,2023-03-15,2,37,True,Machine reflect truth leave.
940,6144,32.0,23,,2024-08-22,1,16,True,Character drop remain professional open eat.
941,6151,16.0,23,,2024-02-25,2,12,True,Quite though society owner difference decade.
942,6154,12.0,20,,2024-11-10,1,24,True,Instead stage paper inside whose true scene benefit.
943,6157,18.0,44,,2024-08-10,2,22,False,Pattern live education either some share military.
944,6158,33.0,24,,2024-05-07,1,6,True,Speak senior imagine late cell quite level worry upon.
945,6160,22.0,22,,2023-06-24,2,45,True,Throw thank soldier back space generation perhaps go thousand.
946,6165,44.0,15,,2024-04-07,1,16,True,Economy allow wish clearly institution.
947,6169,27.0,29,,2023-08-11,1,22,True,Pattern crime lot site TV party.
948,6172,33.0,19,,2024-10-19,1,2,True,Role green practice foot thing group anyone civil law.
949,6176,,49,,2024-02-22,2,15,True,Determine policy style himself what show edge inside various night.
950,6192,43.0,28,,2024-07-07,3,11,True,Measure education get wear sing newspaper during career media.
951,6196,7.0,50,,2024-02-23,2,9,True,Term smile physical on degree.
952,6197,18.0,50,,2024-10-04,3,29,True,Former year exist week low.
953,6202,23.0,38,,2024-08-17,3,13,True,Answer capital if local customer.
954,6206,38.0,33,,2024-09-12,3,23,True,Professor show computer change cold happy land peace strategy ask.
955,6222,31.0,50,,2024-07-15,2,44,True,Tree clear everything back stop decision general military.
956,6226,14.0,18,Vendor Issue,2024-03-06,1,33,True,Animal quality strong get single forget learn happy.
957,6228,45.0,32,Vendor Issue,2024-01-22,1,24,True,Energy bit season huge thank television almost various computer instead.
958,6230,14.0,41,Vendor Issue,2024-12-13,1,38,True,Identify happen decide environment test its wish operation model.
959,6231,30.0,35,,2023-08-04,3,7,True,Training because me space finally partner.
960,6243,5.0,48,,2023-09-27,3,6,False,Family entire eight wrong police pick response over add however.
961,6252,29.0,42,,2023-06-17,3,15,False,Story store wall like think official laugh.
962,6262,32.0,26,,2024-10-15,3,28,True,Myself program surface building hard meeting night guess first.
963,6270,9.0,3,,2024-10-12,1,31,True,Gas speech government where put rather military it.
964,6276,49.0,16,,2024-02-25,3,25,True,Environment anything also difference determine.
965,6280,29.0,13,,2023-10-08,3,15,False,Civil avoid kid prevent heavy mind act just.
966,6284,17.0,13,,2024-08-12,2,39,True,Read cover doctor study voice example the.
967,6293,47.0,13,,2023-03-04,1,45,True,Result claim manage together key mother provide.
968,6304,4.0,46,,2024-07-12,2,32,True,Go such back anyone person raise word left fact.
969,6306,9.0,14,SLA Breach Risk,2023-09-19,1,10,False,Employee cover politics truth similar ever realize agency.
970,6313,28.0,45,,2024-02-14,2,17,True,Suffer data concern probably morning worker good we ago develop.
971,6318,34.0,43,Vendor Issue,2023-07-31,3,33,True,Spend after including career mission plan very.
972,6324,23.0,40,,2024-08-20,1,31,True,Sea try manager what fact quite note find ten financial.
973,6326,35.0,7,,2024-10-20,3,42,True,Rise alone just job enough their.
974,6335,5.0,5,,2023-03-09,3,3,False,Music today people the Democrat land sit son although.
975,6345,32.0,39,,2023-08-05,3,1,True,Yes easy region cover from reach group throw claim data commercial.
976,6357,37.0,28,,2024-04-27,2,15,True,Strong decision forget whose event economy property tell employee five.
977,6362,7.0,35,,2024-09-19,1,14,False,Commercial economic deal rest half condition suggest tell fast strategy.
978,6363,45.0,8,,2024-03-13,3,14,False,Possible account where none whatever here career place professional like.
979,6370,32.0,44,,2024-08-12,2,43,True,Improve bank point production art success similar try art.
980,6371,41.0,27,Customer Dissatisfaction,2024-11-18,3,11,True,Here west six whether benefit chair century.
981,6380,,15,Vendor Issue,2023-05-05,2,12,True,Occur wife administration security somebody describe subject new collection practice.
982,6382,46.0,30,Vendor Issue,2024-09-15,2,29,True,Wall probably south others like most nature after.
983,6384,44.0,42,,2024-07-16,2,24,True,Chance simply friend move house.
984,6390,,38,Customer Dissatisfaction,2024-07-22,1,24,True,Community some must more remain they significant conference cover.
985,6391,9.0,41,,2024-12-08,2,5,True,Religious kid rule step save.
986,6398,45.0,33,,2024-04-14,3,4,True,Paper order decision maybe continue on cost.
987,6401,40.0,31,,2024-05-23,3,13,False,Light black foreign election eat lay agree tax name.
988,6406,4.0,50,,2023-10-13,2,45,True,Century similar inside billion your serious military kid federal range.
989,6411,,28,,2023-05-09,1,21,True,Out well center fund avoid hot church admit strategy.
990,6422,,45,Security Concern,2023-10-01,3,19,True,Receive authority American political war nor provide situation.
991,6430,12.0,44,,2024-02-25,2,12,True,Wind remain recent room style job garden.
992,6432,38.0,2,,2024-07-08,2,17,True,Including hand present news others foreign today.
993,6434,42.0,24,,2024-09-20,1,41,True,Space few window long leg knowledge.
994,6439,5.0,41,,2024-05-30,1,15,False,Politics cell win prevent turn.
995,6455,39.0,19,,2024-01-07,3,27,True,Rest whether bit arm issue everyone argue.
996,6457,,17,,2024-05-29,3,18,True,Company power test address meet oil for explain child.
997,6462,,10,,2024-05-18,3,44,True,Brother claim best pick generation prove institution process attack fly.
998,6464,4.0,15,,2024-12-22,2,3,True,Capital others bad difference capital finally newspaper brother.
999,6466,7.0,23,,2024-10-23,3,10,True,Window much treat beyond room protect relate part.
1000,6471,13.0,44,,2024-10-26,1,9,True,Current nor budget third black son data recent start.
1001,6472,38.0,47,,2023-07-23,2,13,True,Herself wait participant teach any plan according property member.
1002,6475,,8,,2023-03-12,2,46,False,Admit throughout company part interesting machine gun.
1003,6487,31.0,50,,2024-11-07,1,16,True,Appear trouble understand debate near company medical.
1004,6488,,49,,2024-04-21,1,10,True,Prove smile my early they expect structure money.
1005,6500,,40,,2023-06-15,2,14,True,Seek exactly fall leave early.
1006,6522,41.0,29,Complex Technical Issue,2023-07-23,1,39,True,Around bag three produce field we although than wide.
1007,6523,42.0,38,,2023-12-23,2,29,True,Relate head cover turn majority drive.
1008,6542,,41,,2024-01-16,2,34,True,Garden anyone many according art.
1009,6558,15.0,3,,2023-03-29,3,8,False,While hot either that quality no.
1010,6564,2.0,42,,2023-12-03,3,35,True,Stage sort available world almost her agency order happy.
1011,6576,43.0,47,,2023-12-01,1,34,True,Group many fill prevent goal choose the.
