ticket_id,customer_id,assigned_agent_id,product_id,category_id,priority_id,status_id,subject,description,created_date,resolved_date,last_updated,first_response_date,resolution_time_hours,response_time_hours,customer_satisfaction,is_escalated,escalation_reason,tags,source
3562,982,41.0,7,1,1,6,Artist bed rock attention word food opportunity.,Recognize owner off western number size. System across its three.,2023-05-04,2023-05-25,2023-06-20,2023-05-04,504.0,0.0,2.0,False,Vendor Issue,"around, moment",Social Media
3563,2134,4.0,1,5,5,4,Wear recently face cover agency author another society total family.,Piece continue ever benefit subject on go when.,2023-01-03,2023-01-18,2023-01-22,2023-01-04,360.0,24.0,2.0,False,,"appear, actually",Portal
3564,2466,37.0,6,2,4,3,Great general wait keep career number.,Quickly resource price fly but partner. Fund laugh according into. Bank financial stock paper.,2023-05-04,2023-05-19,2023-11-14,2023-05-05,360.0,24.0,2.0,False,,"budget, ask",Chat
3565,3115,28.0,5,5,1,1,Democratic speech firm million to soldier ever PM.,Evening pull TV kitchen during southern person. Off produce brother decade. Until central air quality now everybody.,2023-07-23,2023-08-08,2023-10-13,2023-07-24,384.0,24.0,4.0,False,,"dream, national",Social Media
3566,3242,39.0,6,4,5,1,Meeting remember wide so very others just energy difference.,Away apply see detail nothing father. Support reason sometimes church training bring interesting. Investment everybody determine during.,2024-06-05,2024-06-24,2024-10-20,2024-06-05,456.0,0.0,5.0,False,,"person, tend",Email
3567,785,37.0,1,5,3,3,Theory off say game become common after allow.,Conference game season best structure environmental. Consider game second worker.,2024-08-20,2024-08-25,2024-11-22,,120.0,,3.0,False,Manager Required,"myself, western",Portal
3568,3024,31.0,9,8,1,4,Outside quite window their add kitchen the once as.,Market true bit finish writer. Pattern recognize economy project hard again. Tv personal indicate.,2024-10-28,2024-11-06,2024-11-03,2024-10-29,216.0,24.0,3.0,False,,"yes, he",Chat
3569,2735,11.0,4,5,4,4,Development interest they rest investment beyond series.,Research by interview describe pattern. Particular project boy painting knowledge.,2024-09-16,2024-09-23,2024-12-22,2024-09-16,168.0,0.0,4.0,False,,"natural, court",Email
3570,1154,31.0,5,8,5,4,Though vote in might site writer issue dark of into.,Quickly social property pattern town per. Notice activity door sound.,2024-06-27,2024-07-06,2024-11-07,2024-06-28,216.0,24.0,3.0,False,,"expert, focus",Social Media
3571,4378,12.0,4,4,3,3,Respond north live people to center save bank.,Near trip data play. Into mind bad else area.,2023-11-11,,2024-04-05,2023-11-11,,0.0,,False,Security Concern,"decision, when",Phone
3572,97,47.0,2,1,4,6,Anyone like keep only easy lead radio Democrat color.,Course beat lose toward visit pay game. Information best they significant move drug. Allow game later plan.,2024-07-13,2024-08-07,2024-11-27,2024-07-13,600.0,0.0,,False,,"western, professor",API
3573,3397,8.0,5,7,2,1,Drive direction red southern cultural then sense couple.,Determine Congress power cover quickly. Painting expert think responsibility agreement never.,2023-08-27,2023-09-25,2023-12-22,2023-08-27,696.0,0.0,4.0,False,,"thank, view",Chat
3574,281,,10,1,5,3,Rock mission entire measure none baby including memory issue.,Nearly turn stock sell reality. Know law land. Democrat traditional leader not soon floor.,2023-09-17,2023-10-11,2024-05-17,2023-09-18,576.0,24.0,2.0,False,,"character, mother",Social Media
3575,1550,38.0,1,3,1,7,Hold who contain value area lose score meet sit edge.,The put human guess discuss.,2023-02-11,2023-02-28,2023-09-17,2023-02-12,408.0,24.0,,False,,"bag, then",API
3576,3405,36.0,10,2,4,4,Past treatment test report forget among paper note color.,Business community election main race life far. Add professional vote daughter. Mr agreement dark out charge fall.,2023-04-26,,2024-09-19,2023-04-27,,24.0,,False,Complex Technical Issue,"discuss, during",Email
3577,4796,6.0,5,1,4,7,A west price American store compare.,Parent reason clearly wind. Get audience grow benefit player provide suddenly. Budget accept film point bar.,2023-11-20,2023-12-05,2024-07-30,2023-11-20,360.0,0.0,,False,SLA Breach Risk,"method, good",API
3578,524,,7,5,3,7,Event reveal no official seven agreement.,Box family mind send word beyond school still. Dinner reveal lawyer court very great behavior.,2023-11-12,2023-11-13,2024-09-15,2023-11-13,24.0,24.0,4.0,True,Vendor Issue,"son, idea",Chat
3579,2354,40.0,6,1,4,2,Social investment left team although ago dark candidate.,Draw agreement inside south it.,2023-11-29,2023-12-17,2024-01-17,2023-11-29,432.0,0.0,5.0,False,Complex Technical Issue,"involve, people",Portal
3580,770,11.0,9,5,5,1,Because affect star hospital arrive.,Year however glass policy hair Republican improve. Morning firm term public garden. Send movie writer home door.,2023-06-11,2023-06-19,2024-08-07,2023-06-12,192.0,24.0,,False,,"finish, size",Chat
3581,1285,20.0,2,2,4,1,Dark edge eat charge appear response second he.,Study way book myself become bar think. Each not our small. Author politics create executive.,2024-09-21,2024-10-02,2024-10-05,2024-09-21,264.0,0.0,5.0,False,,"develop, true",Portal
3582,1208,18.0,8,5,3,7,Investment computer hit sound tree.,Fund color service wear do. Remain majority window drug treatment local soon.,2023-10-16,2023-10-17,2024-05-12,,24.0,,5.0,False,,"here, public",Phone
3583,230,33.0,3,3,4,2,Loss police huge guy happen forget five art.,Parent determine night where level material say reflect. Most relationship since choose whole list.,2024-09-06,,2024-09-09,2024-09-07,,24.0,,False,,"strong, nation",Social Media
3584,4449,39.0,2,8,4,1,End resource economic wonder physical machine production my consider.,Yard onto condition. Front minute enjoy trial. Arrive south test fact himself ask.,2023-05-19,,2024-05-28,,,,1.0,True,,"our, job",Email
3585,1001,45.0,10,1,2,1,Base nice small these role.,None gas expert sing firm doctor mother. Pretty get four. Else who capital business explain young.,2024-04-06,2024-04-17,2024-11-29,2024-04-07,264.0,24.0,4.0,False,,"recognize, join",Phone
3586,464,,6,4,1,3,Appear finally arrive impact focus collection through.,About second foot suggest add. Congress quite left size throw manage.,2023-02-22,,2024-06-12,2023-02-22,,0.0,,True,,"boy, edge",Portal
3587,736,47.0,3,3,4,5,Suddenly focus where method culture everyone participant food.,Long toward late cause personal. Throughout list hundred already billion treatment group. Reflect person pay book billion plant.,2024-12-22,,2024-12-27,2024-12-22,,0.0,1.0,False,,"until, amount",Portal
3588,1810,22.0,5,2,1,1,Suggest little inside miss fast present within head behavior.,Himself garden employee finish fund. About staff thank admit Democrat mother provide.,2023-08-17,2023-09-12,2024-08-01,2023-08-17,624.0,0.0,,False,,"friend, happy",Portal
3589,422,7.0,5,1,5,7,Institution standard family next fear field.,Resource leader without yard environment. Majority administration budget person matter.,2024-12-06,2024-12-09,2024-12-27,2024-12-07,72.0,24.0,,False,,"agent, also",Email
3590,2589,,9,1,3,2,Few difficult economy pretty purpose yard face sure.,Seven community modern treatment. Perhaps miss down right always eye. Him student only challenge official early.,2023-06-07,2023-06-19,2023-08-30,2023-06-08,288.0,24.0,4.0,False,,"question, together",Portal
3591,984,48.0,2,3,1,4,More smile herself next fund area better long paper president.,Nation reach wish describe. Various certain financial herself.,2023-02-08,,2023-05-27,2023-02-09,,24.0,,False,,"science, example",Phone
3592,2028,11.0,2,4,2,7,Tend question the responsibility visit huge along station.,Day painting become between. Sell amount executive stock member political.,2023-01-13,2023-01-30,2023-04-17,2023-01-14,408.0,24.0,3.0,False,,"watch, past",Portal
3593,744,22.0,1,3,2,6,Wonder Democrat involve like body debate each would.,Tend Mrs prevent form light could everybody attorney.,2024-07-15,2024-08-08,2024-09-16,,576.0,,,False,,"professional, condition",Social Media
3594,4326,14.0,9,3,1,7,Sea morning watch design pick.,First trial relationship only.,2024-07-16,2024-07-24,2024-08-02,2024-07-17,192.0,24.0,4.0,True,,"mother, detail",Email
3595,3403,43.0,6,5,3,7,Food election challenge place instead miss range good necessary democratic.,Foot change eat safe house single decade into. Six month country economic capital.,2023-09-22,,2024-06-21,2023-09-22,,0.0,4.0,False,,"election, note",Social Media
3596,1896,19.0,1,5,2,5,Day wait lot much drug enjoy it team education assume.,Decade big stage across various kitchen since. Size analysis rest young forget line. Room treatment science stop.,2024-06-10,2024-07-02,2024-10-25,,528.0,,3.0,False,Manager Required,"parent, another",Phone
3597,3774,45.0,4,3,1,2,Find room kid future young stage.,Fund light daughter step improve all. Ball including money appear. Agency easy place keep court.,2024-01-31,,2024-07-26,2024-02-01,,24.0,4.0,True,,"consider, push",Email
3598,3616,18.0,7,7,2,5,See quite generation standard treat turn.,Top question trial term bank along loss. Explain will assume the heavy maybe old.,2023-02-17,2023-03-11,2023-10-04,2023-02-18,528.0,24.0,1.0,False,Security Concern,"firm, individual",API
3599,3845,17.0,5,7,3,7,Respond easy same brother seem Mrs enjoy someone.,Customer hundred financial analysis. Part international white program catch to situation.,2023-04-06,2023-04-25,2023-09-14,2023-04-06,456.0,0.0,2.0,False,,"want, determine",Phone
3600,789,,10,6,3,5,Budget big affect message possible.,South economy child individual image area trip. Down center article old Mr.,2023-03-25,2023-04-21,2024-04-16,2023-03-25,648.0,0.0,,False,,"particularly, simple",Portal
3601,759,47.0,5,4,3,6,Her television among painting police record may career.,International drive owner everybody thousand article. Can each tonight point attention second. Yes only beat.,2024-07-27,2024-08-16,2024-11-23,,480.0,,,True,,"pretty, agent",API
3602,1442,27.0,3,8,3,1,Standard early back street pressure.,Worry coach get.,2023-02-05,,2024-02-14,2023-02-05,,0.0,,True,,"event, difference",API
3603,350,11.0,1,5,4,5,Weight alone actually see produce along must picture.,Even protect foreign product hospital note. See item public staff coach evening.,2023-01-12,2023-01-23,2023-10-12,2023-01-12,264.0,0.0,,False,,"performance, cost",Chat
3604,4994,41.0,2,2,3,6,Think ever community detail next cell.,Threat avoid space play although financial either. Travel identify administration certainly break thought design.,2024-06-01,2024-06-22,2024-09-29,2024-06-01,504.0,0.0,,True,,"year, huge",Portal
3605,2589,39.0,5,3,3,4,Do adult already east part.,Kid decision shoulder state specific customer lot.,2023-01-16,,2023-02-12,2023-01-16,,0.0,3.0,True,,"art, defense",Portal
3606,1749,17.0,1,8,2,5,Training life agent thing action discussion.,Would enter radio experience fish and best. Teacher true alone health. Leader our follow responsibility gun.,2023-01-12,2023-02-03,2024-05-05,2023-01-12,528.0,0.0,,False,,"nice, whom",Social Media
3607,4027,20.0,5,5,5,4,Woman difficult computer area performance.,Price get home individual bring. Mind out town class teacher like truth.,2023-03-27,2023-03-30,2023-12-12,2023-03-28,72.0,24.0,,False,,"own, ahead",Email
3608,717,13.0,10,3,3,5,Bank course have health imagine sure skill air international dog.,Fact partner make memory candidate own newspaper. Choose animal six sign majority. Thus agree notice care.,2024-03-31,2024-04-11,2024-05-26,,264.0,,2.0,False,,"keep, participant",API
3609,1264,6.0,6,4,3,7,Party rest I college imagine individual seat small forward serious.,Area audience when right. Boy produce film under. Individual smile tough contain direction out. Level station while lose western goal.,2024-10-24,2024-10-25,2024-12-18,2024-10-25,24.0,24.0,4.0,False,,"your, reduce",Email
3610,450,1.0,9,2,1,6,Day modern value indicate brother collection.,Away cultural difference never individual your Democrat picture. Include television both building. Including region feel. Own situation establish blood be month house.,2024-05-31,2024-06-26,2024-11-21,2024-05-31,624.0,0.0,,False,,"song, work",Portal
3611,4324,14.0,1,2,1,3,Save trip yes safe pressure executive score perform worker ability.,Focus many capital while. Artist kind make describe experience. Indeed miss establish option thank.,2024-05-28,,2024-06-14,,,,5.0,True,,"including, seat",API
3612,1951,48.0,7,2,3,3,Behavior improve wait call base friend behavior southern page thing.,View picture same easy shake herself. Suggest miss support mind mind growth six few. Occur finally near career truth break amount myself.,2024-03-01,2024-03-27,2024-08-25,2024-03-01,624.0,0.0,,False,,"skill, player",Email
3613,630,27.0,9,3,2,4,Knowledge professor property voice decision.,Many no week growth heart happy century look. Knowledge member seat network value and within. Mr report box him from.,2023-02-04,2023-02-16,2024-08-30,2023-02-04,288.0,0.0,5.0,True,,"single, blue",API
3614,4265,31.0,3,6,5,3,Either poor play away be yard.,These effort girl condition follow. Father place place party enter dog benefit.,2024-11-21,,2024-12-08,,,,1.0,False,,"stand, up",Chat
3615,654,39.0,8,8,2,6,Marriage media foot necessary number either exist.,Station about represent drive threat thousand measure. Each article discover reach wrong let. Spring bed ago responsibility improve.,2023-02-14,2023-03-04,2023-05-27,2023-02-15,432.0,24.0,,False,Vendor Issue,"society, boy",Social Media
3616,1896,49.0,9,2,3,2,Million power east attorney idea window.,Television leave kitchen prove. Explain chance no me spend. Notice instead quite so billion child whatever.,2023-09-18,2023-10-14,2024-08-21,,624.0,,3.0,False,,"serious, thank",API
