opportunity_id,customer_id,rep_id,product_id,opportunity_name,stage,status,value,probability,expected_value,created_date,close_date,last_activity,competitor,decision_criteria,next_steps
1441,3084,10,11,Deal with Moore-Cooper,Prospecting,Negotiation,497608,44,218947.52,2024-05-22,2024-11-16,2024-08-09,Competitor A,Training decide hot son truth participant opportunity decision.,Blood myself state dog between.
1442,3686,40,12,"Deal with Turner, Cruz and Moore",Closed Lost,Closed Won,222705,40,89082.0,2023-10-04,2023-12-31,2024-06-21,Competitor A,Cut debate maybe too happen court in girl speak.,Sure note piece want system tax.
1443,3057,9,7,"Deal with Mitchell, Aguirre and Wilson",Proposal,Proposal Sent,207253,30,62175.899999999994,2024-03-17,2024-12-23,2024-09-15,Competitor A,Notice guess see effect task.,Media charge social experience interview.
1444,3957,17,7,Deal with Roberts-Moore,Qualification,Proposal Sent,89158,53,47253.740000000005,2023-09-12,2024-02-23,2024-03-15,Competitor C,History behind four many piece high keep sing affect.,Discussion song big different office.
1445,4896,9,11,Deal with Nash and Sons,Prospecting,Proposal Sent,269029,70,188320.3,2023-08-16,2024-04-03,2024-12-12,In-house,Chair until speech resource design than truth stuff lot note.,Place week risk morning prevent however tax determine.
1446,3861,35,6,"Deal with Young, Marshall and Brown",Negotiation,Closed Lost,248429,36,89434.44,2023-07-02,2023-11-26,2024-01-05,Competitor B,Ok defense whether general result debate first argue.,State whom prepare fund.
1447,1791,15,11,Deal with Klein-Downs,Proposal,Qualified,168943,73,123328.39,2023-05-21,2023-08-23,2024-10-01,None,Experience produce account generation raise share brother machine.,Though yet such still daughter.
1448,408,43,1,Deal with Yates-Obrien,Prospecting,Negotiation,268958,83,223235.13999999998,2024-12-22,2025-07-04,2024-12-22,Competitor C,Whose attention or seat hour interesting.,Continue bar democratic recognize those.
1449,1617,47,10,Deal with Murillo LLC,Closed Won,Qualified,123730,80,98984.0,2023-03-21,2024-01-22,2024-02-09,None,Daughter like team boy garden.,Item culture theory I.
1450,4632,15,7,Deal with Perez-Barnett,Closed Won,Closed Won,338326,75,253744.5,2023-03-13,2023-08-09,2023-05-16,Competitor A,Author toward study month democratic dream.,Various either whole most plan.
1451,3016,19,9,Deal with Henderson-Conner,Proposal,Proposal Sent,310101,59,182959.59,2024-02-05,2024-07-07,2024-07-31,Competitor C,When perform almost drive cold from bit term.,City any page its bad lead color.
1452,3479,34,10,"Deal with Peterson, Wilcox and Mills",Prospecting,Proposal Sent,66171,18,11910.779999999999,2024-03-02,2024-09-06,2024-03-27,None,Art now trouble way against military middle role.,School success explain place move father same second.
1453,4846,1,11,Deal with Shepherd and Sons,Negotiation,Negotiation,13136,55,7224.8,2023-04-17,2023-09-24,2024-12-11,Competitor A,Care arm manage here alone stock international.,Teacher support become serious we skill accept.
1454,74,11,10,"Deal with Calhoun, Harris and Joyce",Qualification,Closed Won,184371,14,25811.940000000002,2023-10-31,2024-01-02,2024-11-16,Competitor B,Hope entire how ground international next then next not response.,Size bank capital card kind within.
1455,2307,20,3,"Deal with York, Harris and James",Qualification,Closed Won,292961,76,222650.36000000002,2024-06-17,2025-04-15,2024-11-08,Competitor B,Year bill region ready bed.,Bank rest white bar picture today a.
1456,2982,48,1,"Deal with Woods, Torres and Mosley",Closed Lost,Negotiation,54477,43,23425.11,2024-12-07,2025-10-16,2024-12-22,In-house,Article treat by heart yes realize doctor as accept family.,Young rest popular painting surface really.
1457,3341,49,7,"Deal with Young, Hill and Blackburn",Prospecting,Open,407987,49,199913.63,2024-02-13,2024-07-12,2024-06-15,Competitor C,Risk success show a identify site.,Never over past officer future chance pass.
1458,2336,16,4,Deal with Cook PLC,Qualification,Closed Won,306707,51,156420.57,2023-05-31,2023-09-03,2023-11-22,Competitor B,Dream social total culture guess American standard six yourself.,Hotel risk rather room leg.
1459,3526,17,3,"Deal with Bowen, Evans and Henderson",Closed Lost,Closed Lost,409473,48,196547.03999999998,2023-05-24,2024-04-09,2023-06-12,Competitor C,Air fall consider effect.,Activity avoid pull land image beat.
1460,644,33,7,"Deal with Black, Liu and Scott",Closed Won,Closed Lost,55493,58,32185.94,2024-07-15,2024-10-29,2024-08-31,Competitor A,Both degree best father born condition maintain admit soldier.,Interesting responsibility recent else.
1461,654,19,8,Deal with Bryant-Murray,Closed Won,Proposal Sent,122104,24,29304.96,2024-02-06,2024-09-16,2024-10-24,Competitor B,Believe report sort north determine piece operation fill.,Magazine imagine goal decade energy lot cost.
1462,2561,21,11,Deal with Jordan-Dillon,Negotiation,Qualified,311704,12,37404.479999999996,2023-03-21,2023-07-27,2023-06-20,Competitor A,Marriage out poor campaign final fish determine another.,Board she five office whose off rate throw.
1463,1910,42,9,"Deal with Morrison, Kelley and Soto",Closed Won,Closed Lost,71508,22,15731.76,2023-01-31,2023-08-13,2023-12-07,None,You onto federal reach six technology young.,Full sound accept not.
1464,186,27,12,Deal with Miller Inc,Negotiation,Closed Lost,10150,39,3958.5,2023-07-04,2024-03-28,2024-11-28,In-house,Concern right collection reality financial like board message.,Again prevent campaign oil animal court find four.
1465,2083,41,3,"Deal with Ruiz, Brown and Mills",Closed Won,Open,46317,77,35664.090000000004,2023-12-29,2024-08-26,2024-08-04,Competitor C,Kid education else probably operation woman style employee fish.,Course consumer would happen bring.
1466,4015,23,6,"Deal with Steele, Carr and Rodriguez",Qualification,Proposal Sent,417644,82,342468.07999999996,2024-05-18,2025-05-05,2024-08-23,Competitor B,Anything total serious must indeed cup after.,Local travel me ever tend age find.
1467,1538,36,5,Deal with Garcia-Gray,Prospecting,Qualified,121216,24,29091.84,2024-07-16,2024-11-04,2024-11-21,In-house,Bad cultural sense reality least recently laugh few back including personal.,Along wear remain kid carry question.
1468,4345,9,3,"Deal with Hoffman, Romero and Rodgers",Closed Lost,Closed Won,309167,55,170041.85,2023-05-08,2024-02-26,2024-11-30,Competitor C,Prove yeah our summer director beyond identify why.,Carry commercial plan hotel lot.
1469,1696,17,1,Deal with Zimmerman-Rodriguez,Closed Lost,Negotiation,195168,43,83922.24,2023-07-10,2023-09-01,2024-12-27,Competitor A,Other soon police effect bill up spend.,Sense state design total raise which.
1470,911,35,5,Deal with Cunningham LLC,Closed Won,Closed Won,484188,68,329247.84,2024-02-29,2024-04-13,2024-03-12,Competitor B,Activity foreign forget message let film take security instead.,Produce identify say western.
1471,3989,36,8,Deal with Hayes Inc,Closed Lost,Qualified,387145,63,243901.35,2024-09-11,2025-05-08,2024-09-16,In-house,Condition indeed practice participant already newspaper.,Very style specific thus story movie.
1472,1908,35,9,"Deal with Cordova, King and Larson",Proposal,Closed Lost,10375,59,6121.25,2023-09-10,2024-06-14,2024-08-17,None,High generation talk prevent.,Executive really picture often.
1473,2083,22,3,Deal with Johnson Ltd,Prospecting,Proposal Sent,196902,31,61039.62,2024-01-27,2024-06-18,2024-10-04,Competitor A,Weight morning finish edge far should according step arrive yet important.,Put hour money later anything ahead city discuss.
1474,2055,30,2,Deal with Richardson Inc,Prospecting,Negotiation,20535,12,2464.2,2024-11-12,2025-10-27,2024-12-13,None,Be break whole sister become.,Face sort way.
1475,3011,27,12,Deal with Stone Ltd,Prospecting,Qualified,430437,85,365871.45,2023-03-15,2024-02-18,2023-05-31,In-house,Participant billion time page hear factor together bag opportunity quite.,Attorney fact section.
1476,4499,15,10,"Deal with Macias, Chang and Jackson",Prospecting,Open,121106,24,29065.44,2023-10-05,2024-03-30,2024-08-12,None,Speech deep organization anything society last end present economic alone.,North without order process less office church.
1477,4479,47,9,Deal with Rodriguez PLC,Closed Won,Closed Won,373599,51,190535.49,2024-04-26,2024-09-15,2024-06-17,Competitor A,Single huge might reach bad debate.,Out film economy listen about actually whom.
1478,3847,22,7,"Deal with Scott, Tyler and Williams",Prospecting,Closed Lost,79373,14,11112.220000000001,2024-11-29,2025-06-04,2024-12-10,None,Represent account than everyone go various spring charge medical.,Clearly factor establish administration perform protect imagine.
1479,2947,22,6,"Deal with Dunn, Bentley and Joseph",Qualification,Negotiation,120041,83,99634.03,2023-03-12,2023-08-11,2024-11-15,Competitor B,Director without picture allow fast easy she sign.,Late effect research partner.
1480,958,15,2,"Deal with Curtis, Brown and Obrien",Closed Won,Closed Lost,363285,71,257932.34999999998,2023-04-19,2023-05-19,2023-10-04,None,Four fight draw time south never.,Apply company nor break house hold.
1481,418,43,7,Deal with Greene Ltd,Closed Lost,Closed Won,384970,15,57745.5,2023-12-13,2024-05-30,2024-12-29,Competitor C,Eat one there question item store bed across among foot.,Table determine civil affect article make.
1482,2804,5,2,Deal with Wong Ltd,Qualification,Closed Lost,39365,85,33460.25,2023-08-07,2024-01-01,2024-01-04,In-house,Market history address size yourself board.,Whether environmental memory throughout find.
1483,1661,2,2,"Deal with Molina, Mendez and Hays",Proposal,Negotiation,139846,28,39156.880000000005,2023-09-21,2024-04-27,2024-06-19,In-house,Run standard however result wonder base.,Cause expert couple nice stuff too section.
1484,3982,7,3,"Deal with Strong, Miller and Pittman",Closed Lost,Open,427929,33,141216.57,2024-11-13,2025-06-08,2024-12-18,Competitor C,Final important star few.,Million reduce work.
1485,2681,12,2,Deal with Owens and Sons,Closed Won,Closed Lost,70624,35,24718.399999999998,2023-01-07,2023-08-16,2023-11-03,Competitor C,Firm back trade draw turn military exist now.,Stage miss probably government.
1486,2975,42,9,"Deal with Beck, Coleman and Austin",Closed Won,Closed Lost,185455,31,57491.05,2024-04-03,2025-01-02,2024-12-07,None,She teach more nice tree.,Son perhaps war us so let.
1487,882,43,7,Deal with Werner-Sosa,Qualification,Negotiation,49972,74,36979.28,2023-07-06,2024-02-24,2024-03-08,Competitor B,Claim to eat girl would finally doctor administration rule factor.,Moment type close message run.
1488,3149,31,8,"Deal with Taylor, Clark and Holland",Qualification,Qualified,485164,57,276543.48,2023-11-20,2024-04-30,2024-04-11,None,Specific need question laugh enter sell growth drop show.,To determine shake loss sound scientist near.
1489,120,31,12,"Deal with Frye, Montes and Dillon",Qualification,Qualified,344873,54,186231.42,2023-10-19,2024-03-27,2024-08-31,Competitor C,Rule change magazine become police.,Sister opportunity cold clear hour factor buy.
1490,2696,17,3,Deal with Smith LLC,Prospecting,Closed Lost,29959,19,5692.21,2023-04-24,2024-02-01,2023-06-26,Competitor B,Offer world prepare clearly keep consider it.,Yard put American paper.
1491,2323,35,12,Deal with Patterson Inc,Prospecting,Proposal Sent,404912,84,340126.08,2024-04-19,2024-09-08,2024-06-26,None,Within more reflect admit enjoy call scene.,This technology difference message experience condition first knowledge.
1492,1417,9,5,"Deal with Smith, Jimenez and Morgan",Closed Won,Qualified,49782,74,36838.68,2023-03-25,2023-10-04,2024-12-19,In-house,Blue race whole read west available.,Image store decide see chair land turn Mr.
1493,4288,5,4,Deal with Adams-Fox,Closed Won,Negotiation,156577,25,39144.25,2023-11-17,2023-12-29,2024-09-19,Competitor B,Short house anything group beat front join rate amount.,Southern three fish figure.
1494,560,34,4,"Deal with Kramer, Castillo and Brown",Negotiation,Closed Lost,258728,86,222506.08,2023-10-05,2023-12-23,2024-05-20,None,Garden side almost live senior nation company audience great number.,Clearly table hold throughout watch sing or.
1495,4709,37,12,Deal with Perez-Vincent,Negotiation,Qualified,346835,72,249721.19999999998,2024-10-25,2025-06-29,2024-12-15,Competitor C,Religious nearly raise mouth out.,That area in model teach run.
1496,3548,12,4,Deal with Washington-Price,Proposal,Proposal Sent,118380,52,61557.6,2023-08-30,2023-12-25,2024-12-13,Competitor A,He process social energy agree usually.,Early manage explain difficult nation head.
1497,1993,35,11,"Deal with Smith, Morgan and Hanson",Qualification,Qualified,285590,58,165642.19999999998,2024-02-19,2025-01-02,2024-11-24,None,Top yard clear unit everybody agreement example establish financial picture.,Current after land research claim everyone identify.
1498,1579,32,2,Deal with Chung Inc,Prospecting,Qualified,326533,72,235103.75999999998,2024-01-05,2024-11-06,2024-06-25,Competitor A,Understand degree personal thus as front really worker drop television.,Quite very positive specific old over music.
1499,3035,3,11,Deal with Johnson-Jacobs,Negotiation,Qualified,76792,66,50682.72,2023-09-04,2024-04-03,2023-10-22,Competitor C,Finish true account law dog answer executive.,Vote across be.
1500,2209,45,12,Deal with Carter PLC,Closed Lost,Closed Lost,16734,81,13554.54,2024-11-17,2025-08-02,2024-11-18,Competitor C,Choose always box direction difference world get.,Long teach material claim with reality.
1501,3780,49,12,Deal with Morgan Ltd,Qualification,Closed Lost,161884,55,89036.20000000001,2024-01-18,2024-07-29,2024-07-09,In-house,Five you line east call address.,Coach tough lot low everyone science.
1502,3513,8,3,"Deal with Mckee, Bright and Scott",Negotiation,Qualified,60926,41,24979.66,2024-02-28,2024-12-27,2024-08-17,Competitor A,Form price movement hold authority need.,Leader rather hit tend bar.
1503,2061,8,11,Deal with Morrow Ltd,Proposal,Negotiation,5480,69,3781.2,2023-06-18,2024-05-24,2024-09-11,Competitor C,Identify indeed course involve almost very pick reality suggest line.,Cold many strategy arm.
1504,44,7,8,Deal with Reed Group,Closed Won,Open,156900,17,26673.000000000004,2024-06-11,2025-04-14,2024-09-19,Competitor C,Fact money knowledge guess debate two ever floor bar rule mean.,Third ready which indicate how.
1505,1311,7,10,Deal with Bell-Lucero,Closed Won,Proposal Sent,67490,51,34419.9,2023-10-08,2024-07-24,2024-03-17,In-house,Deal feel traditional fill his.,While think help part west room also.
1506,4107,12,10,"Deal with Smith, Miranda and Stewart",Negotiation,Closed Won,264714,50,132357.0,2023-12-31,2024-09-17,2024-02-11,None,Recent impact in that perhaps check.,Other daughter small administration better above.
1507,2790,49,9,Deal with Williams-Camacho,Qualification,Negotiation,94505,67,63318.350000000006,2023-07-12,2024-04-26,2024-04-12,Competitor C,Choose able would quite identify tend sister manage.,Probably wrong lawyer full gas.
1508,3144,22,9,Deal with Davis-Sullivan,Proposal,Closed Won,303385,73,221471.05,2024-07-08,2024-11-10,2024-08-19,Competitor A,Value any likely represent society stock factor exactly quickly high.,Goal coach decide many weight.
