journey_id,lead_id,current_stage,stage_progression,total_stages,days_in_stage,touchpoints_count,channels_used,content_consumed,engagement_score,next_expected_action,predicted_conversion_probability,last_stage_change
1299,1299,Intent,4,7,45,7,3,16,0.91,Website Visit,0.74,2024-09-20
1300,1300,Intent,4,7,27,13,3,5,0.81,Email Open,0.7,2024-10-02
1301,1301,Evaluation,5,7,8,7,2,20,0.94,Email Open,0.61,2024-10-10
1302,1302,Awareness,1,7,84,10,1,0,0.39,Purchase,0.45,2024-12-24
1303,1303,Evaluation,5,7,31,14,3,16,0.4,Call,0.71,2024-11-13
1304,1304,Interest,2,7,78,1,3,5,0.99,Email Open,0.13,2024-11-15
1305,1305,Awareness,1,7,21,14,1,11,0.95,Form Submit,0.71,2024-10-02
1306,1306,Purchase,6,7,67,14,2,12,0.51,Email Open,0.89,2024-07-30
1307,1307,Retention,7,7,42,1,3,1,0.68,Email Open,0.43,2024-12-27
1308,1308,Intent,4,7,67,13,3,8,0.9,Purchase,0.16,2024-12-26
1309,1309,Awareness,1,7,90,11,4,6,0.45,Form Submit,0.36,2024-11-02
1310,1310,Interest,2,7,53,8,3,9,0.88,Email Open,0.44,2024-08-26
1311,1311,Retention,7,7,67,14,1,14,0.39,Email Open,0.37,2023-11-16
1312,1312,Purchase,6,7,65,14,5,5,0.91,Form Submit,0.64,2024-12-03
1313,1313,Consideration,3,7,82,10,1,6,0.73,Website Visit,0.52,2024-11-01
1314,1314,Interest,2,7,3,5,2,14,0.28,Call,0.56,2024-09-23
1315,1315,Intent,4,7,7,15,5,17,0.98,Website Visit,0.36,2024-11-14
1316,1316,Evaluation,5,7,76,6,1,4,0.32,Purchase,0.44,2024-08-02
1317,1317,Intent,4,7,27,12,5,10,0.36,Purchase,0.36,2024-12-10
1318,1318,Evaluation,5,7,32,1,2,18,0.65,Website Visit,0.69,2024-01-06
1319,1319,Awareness,1,7,74,15,1,7,0.42,Form Submit,0.64,2024-09-28
1320,1320,Interest,2,7,61,10,5,8,0.99,Website Visit,0.39,2024-09-06
1321,1321,Evaluation,5,7,10,9,1,14,0.89,Email Open,0.81,2024-12-24
1322,1322,Retention,7,7,50,15,5,1,0.22,Purchase,0.67,2024-12-28
1323,1323,Purchase,6,7,22,10,2,8,0.32,Website Visit,0.5,2024-12-30
1324,1324,Awareness,1,7,30,12,2,16,0.68,Website Visit,0.11,2024-12-20
1325,1325,Interest,2,7,5,9,3,16,0.5,Website Visit,0.15,2023-06-02
1326,1326,Awareness,1,7,76,1,2,20,0.54,Purchase,0.49,2024-12-17
1327,1327,Retention,7,7,14,3,5,18,0.24,Purchase,0.58,2024-11-15
1328,1328,Purchase,6,7,43,4,3,13,0.67,Call,0.34,2024-12-13
1329,1329,Interest,2,7,74,15,2,9,0.96,Call,0.42,2024-03-24
1330,1330,Interest,2,7,84,14,2,6,0.71,Call,0.17,2023-08-26
1331,1331,Intent,4,7,47,5,1,20,0.17,Call,0.26,2024-08-06
1332,1332,Retention,7,7,19,6,4,5,0.69,Email Open,0.19,2024-06-19
1333,1333,Intent,4,7,88,4,3,19,0.98,Website Visit,0.76,2024-06-04
1334,1334,Purchase,6,7,9,5,5,18,0.98,Call,0.58,2024-10-05
1335,1335,Evaluation,5,7,82,10,4,17,0.55,Call,0.46,2024-05-28
1336,1336,Awareness,1,7,4,10,4,8,0.74,Email Open,0.1,2024-12-23
1337,1337,Purchase,6,7,56,6,5,19,0.46,Email Open,0.54,2023-05-30
1338,1338,Evaluation,5,7,51,5,2,15,0.58,Purchase,0.84,2023-08-17
1339,1339,Retention,7,7,59,3,5,10,0.15,Email Open,0.77,2024-11-11
1340,1340,Purchase,6,7,79,3,3,6,0.91,Email Open,0.46,2024-12-22
1341,1341,Purchase,6,7,14,8,4,3,0.98,Purchase,0.36,2023-12-12
1342,1342,Awareness,1,7,76,13,1,18,0.65,Purchase,0.78,2024-01-18
1343,1343,Consideration,3,7,52,4,3,17,0.66,Call,0.87,2023-09-19
1344,1344,Consideration,3,7,55,3,3,20,0.51,Form Submit,0.25,2024-08-14
1345,1345,Interest,2,7,46,4,5,0,0.29,Website Visit,0.61,2024-05-31
1346,1346,Retention,7,7,69,14,1,3,0.52,Website Visit,0.15,2024-12-28
1347,1347,Retention,7,7,64,4,2,17,0.93,Website Visit,0.38,2024-12-23
1348,1348,Consideration,3,7,21,3,5,19,0.21,Form Submit,0.54,2024-12-16
1349,1349,Retention,7,7,78,8,5,3,0.29,Purchase,0.48,2024-05-25
1350,1350,Awareness,1,7,22,13,2,19,0.92,Email Open,0.2,2024-01-27
1351,1351,Consideration,3,7,84,1,5,0,0.71,Website Visit,0.45,2024-03-07
1352,1352,Purchase,6,7,52,10,1,20,0.83,Purchase,0.24,2024-07-28
1353,1353,Retention,7,7,39,7,2,16,0.3,Purchase,0.32,2024-10-02
1354,1354,Evaluation,5,7,10,1,3,5,0.9,Purchase,0.75,2024-03-04
1355,1355,Retention,7,7,51,2,4,18,0.37,Purchase,0.34,2024-06-20
1356,1356,Interest,2,7,82,12,4,11,0.79,Email Open,0.84,2024-11-09
1357,1357,Consideration,3,7,59,13,2,8,0.52,Email Open,0.23,2024-12-26
1358,1358,Retention,7,7,8,12,4,8,0.18,Email Open,0.69,2024-12-27
1359,1359,Intent,4,7,7,7,1,18,0.62,Purchase,0.84,2023-11-17
1360,1360,Interest,2,7,17,5,3,14,0.84,Form Submit,0.36,2023-06-28
1361,1361,Evaluation,5,7,60,3,5,17,0.59,Purchase,0.69,2024-06-16
1362,1362,Evaluation,5,7,53,9,4,15,0.13,Website Visit,0.77,2024-11-22
1363,1363,Retention,7,7,56,1,2,2,0.56,Purchase,0.59,2024-10-08
1364,1364,Consideration,3,7,69,3,3,10,0.37,Call,0.82,2024-10-27
1365,1365,Intent,4,7,46,10,2,8,0.46,Email Open,0.72,2024-05-08
1366,1366,Interest,2,7,40,10,3,11,0.34,Call,0.28,2024-05-21
1367,1367,Purchase,6,7,50,13,4,6,0.51,Purchase,0.72,2024-10-28
1368,1368,Evaluation,5,7,19,10,4,11,0.27,Website Visit,0.77,2024-08-14
1369,1369,Awareness,1,7,71,3,5,18,0.35,Call,0.5,2024-09-17
1370,1370,Consideration,3,7,90,2,4,1,0.42,Email Open,0.62,2024-08-26
1371,1371,Interest,2,7,49,14,5,1,0.83,Form Submit,0.41,2024-11-20
1372,1372,Consideration,3,7,57,9,2,9,0.13,Purchase,0.54,2024-09-07
1373,1373,Evaluation,5,7,59,11,3,19,0.5,Form Submit,0.12,2024-08-04
1374,1374,Purchase,6,7,59,15,2,8,0.77,Website Visit,0.51,2024-09-13
1375,1375,Purchase,6,7,46,12,2,2,0.12,Call,0.62,2024-12-18
1376,1376,Awareness,1,7,12,8,3,12,0.17,Call,0.43,2023-09-11
1377,1377,Purchase,6,7,13,12,1,19,0.56,Purchase,0.2,2023-12-30
1378,1378,Intent,4,7,52,14,4,15,0.79,Purchase,0.86,2024-07-17
1379,1379,Evaluation,5,7,59,4,4,15,0.56,Form Submit,0.46,2024-03-10
1380,1380,Retention,7,7,77,9,2,16,0.94,Email Open,0.31,2023-08-14
1381,1381,Evaluation,5,7,88,1,3,10,0.36,Website Visit,0.53,2024-11-03
1382,1382,Evaluation,5,7,82,9,1,11,0.6,Purchase,0.42,2024-11-20
1383,1383,Purchase,6,7,19,5,1,12,0.48,Form Submit,0.39,2024-12-27
1384,1384,Consideration,3,7,43,8,4,4,0.27,Purchase,0.86,2024-10-28
1385,1385,Consideration,3,7,35,3,4,20,0.99,Form Submit,0.17,2024-08-17
1386,1386,Interest,2,7,79,6,3,13,0.5,Purchase,0.55,2024-07-29
1387,1387,Purchase,6,7,34,11,2,14,0.89,Form Submit,0.17,2024-02-21
1388,1388,Awareness,1,7,39,1,2,14,0.19,Website Visit,0.56,2024-09-26
1389,1389,Intent,4,7,75,5,3,4,0.91,Purchase,0.57,2024-01-11
1390,1390,Intent,4,7,19,8,1,19,0.6,Purchase,0.26,2023-06-10
1391,1391,Interest,2,7,83,8,4,7,0.8,Purchase,0.33,2024-07-05
1392,1392,Retention,7,7,36,8,2,11,0.25,Email Open,0.65,2024-08-14
1393,1393,Consideration,3,7,34,9,2,15,0.51,Form Submit,0.21,2024-09-10
1394,1394,Purchase,6,7,34,13,2,8,0.93,Website Visit,0.16,2024-10-11
1395,1395,Evaluation,5,7,88,3,1,9,0.68,Call,0.83,2024-11-22
1396,1396,Retention,7,7,83,2,3,5,0.25,Website Visit,0.82,2024-11-25
1397,1397,Interest,2,7,5,12,3,11,0.67,Purchase,0.19,2024-05-01
1398,1398,Interest,2,7,16,8,5,18,0.86,Website Visit,0.58,2024-09-01
1399,1399,Purchase,6,7,90,7,1,18,0.53,Email Open,0.45,2024-09-10
1400,1400,Purchase,6,7,87,12,1,17,0.46,Form Submit,0.15,2024-12-25
1401,1401,Consideration,3,7,13,12,2,5,0.32,Call,0.23,2024-07-20
1402,1402,Evaluation,5,7,65,13,3,18,0.98,Form Submit,0.25,2024-02-14
1403,1403,Interest,2,7,66,12,4,2,0.77,Email Open,0.29,2024-12-30
1404,1404,Intent,4,7,1,6,1,18,0.57,Email Open,0.26,2024-11-11
1405,1405,Consideration,3,7,10,6,2,9,0.45,Purchase,0.74,2024-10-02
1406,1406,Evaluation,5,7,74,12,3,7,0.47,Form Submit,0.54,2024-11-23
1407,1407,Evaluation,5,7,41,9,4,8,0.14,Form Submit,0.23,2024-11-01
1408,1408,Interest,2,7,73,2,1,19,0.14,Call,0.72,2024-09-18
1409,1409,Evaluation,5,7,38,2,2,12,0.73,Form Submit,0.16,2024-08-20
1410,1410,Intent,4,7,74,13,4,17,0.91,Purchase,0.45,2024-11-05
1411,1411,Retention,7,7,25,2,1,14,0.38,Purchase,0.47,2024-12-30
1412,1412,Purchase,6,7,75,13,2,0,0.54,Call,0.5,2024-06-11
1413,1413,Intent,4,7,69,15,2,18,0.22,Form Submit,0.84,2024-12-08
1414,1414,Retention,7,7,24,14,4,12,0.65,Website Visit,0.48,2024-09-15
1415,1415,Evaluation,5,7,56,1,4,16,0.84,Email Open,0.26,2024-08-15
1416,1416,Purchase,6,7,30,6,3,0,0.86,Website Visit,0.6,2024-07-22
1417,1417,Interest,2,7,31,8,5,17,0.99,Call,0.39,2024-12-06
1418,1418,Interest,2,7,59,9,1,20,0.64,Purchase,0.25,2024-11-03
1419,1419,Evaluation,5,7,4,6,1,12,0.52,Purchase,0.23,2024-11-15
1420,1420,Retention,7,7,61,2,5,4,0.6,Call,0.73,2024-12-12
1421,1421,Evaluation,5,7,13,9,3,8,0.99,Call,0.83,2024-10-31
1422,1422,Interest,2,7,74,12,2,8,0.48,Call,0.38,2024-11-02
1423,1423,Purchase,6,7,64,13,1,12,0.48,Call,0.8,2024-07-14
1424,1424,Purchase,6,7,5,5,4,15,0.87,Email Open,0.8,2024-09-12
1425,1425,Interest,2,7,11,3,4,15,0.41,Website Visit,0.3,2024-08-20
1426,1426,Consideration,3,7,11,8,2,16,0.35,Purchase,0.65,2023-11-09
1427,1427,Retention,7,7,25,11,4,18,0.53,Email Open,0.17,2024-08-30
1428,1428,Intent,4,7,26,12,3,20,0.77,Email Open,0.23,2024-05-15
1429,1429,Interest,2,7,16,5,5,9,0.8,Form Submit,0.46,2024-08-10
1430,1430,Interest,2,7,21,12,5,6,0.98,Call,0.49,2024-07-27
1431,1431,Consideration,3,7,57,3,2,15,0.88,Website Visit,0.61,2024-11-10
1432,1432,Evaluation,5,7,36,3,2,18,0.56,Email Open,0.63,2024-08-31
1433,1433,Awareness,1,7,33,10,2,2,0.38,Website Visit,0.67,2023-07-05
1434,1434,Intent,4,7,8,1,2,5,0.79,Call,0.25,2024-11-07
1435,1435,Consideration,3,7,19,4,5,6,0.15,Form Submit,0.25,2024-09-23
1436,1436,Consideration,3,7,66,1,1,20,0.94,Website Visit,0.41,2024-11-01
1437,1437,Awareness,1,7,43,10,1,16,0.68,Website Visit,0.24,2024-06-15
1438,1438,Consideration,3,7,7,10,1,6,0.41,Call,0.54,2024-11-13
1439,1439,Purchase,6,7,90,7,1,3,0.39,Email Open,0.17,2024-12-07
1440,1440,Intent,4,7,38,8,4,4,0.8,Email Open,0.46,2024-10-26
1441,1441,Evaluation,5,7,73,15,3,20,0.4,Purchase,0.65,2024-05-17
1442,1442,Interest,2,7,81,8,5,20,0.26,Website Visit,0.57,2024-09-22
1443,1443,Consideration,3,7,10,13,4,1,0.36,Email Open,0.52,2024-11-29
1444,1444,Intent,4,7,86,10,3,5,0.71,Email Open,0.75,2024-11-26
1445,1445,Awareness,1,7,20,12,3,15,0.93,Form Submit,0.27,2024-05-04
1446,1446,Intent,4,7,83,5,1,7,0.83,Call,0.3,2023-10-16
1447,1447,Awareness,1,7,5,3,1,7,0.22,Purchase,0.48,2024-12-30
1448,1448,Interest,2,7,39,1,4,9,0.32,Purchase,0.54,2024-10-31
1449,1449,Evaluation,5,7,10,2,2,3,0.44,Email Open,0.46,2024-10-30
1450,1450,Interest,2,7,29,8,4,11,0.29,Email Open,0.74,2024-10-05
1451,1451,Intent,4,7,21,12,1,12,0.36,Purchase,0.84,2024-08-27
1452,1452,Retention,7,7,4,3,4,1,0.73,Form Submit,0.49,2024-12-17
1453,1453,Retention,7,7,22,11,1,19,0.81,Form Submit,0.45,2024-12-04
1454,1454,Purchase,6,7,90,15,4,18,0.8,Website Visit,0.62,2024-11-08
1455,1455,Intent,4,7,77,8,2,20,0.36,Form Submit,0.87,2024-07-27
1456,1456,Intent,4,7,66,8,3,6,0.69,Website Visit,0.44,2024-09-23
1457,1457,Interest,2,7,81,6,1,5,0.12,Email Open,0.33,2024-10-20
1458,1458,Retention,7,7,39,11,4,16,0.37,Form Submit,0.4,2024-05-15
1459,1459,Awareness,1,7,19,6,3,15,0.49,Purchase,0.32,2024-05-02
1460,1460,Evaluation,5,7,22,1,5,19,0.51,Purchase,0.44,2024-02-14
1461,1461,Interest,2,7,24,8,5,8,0.11,Website Visit,0.65,2024-03-19
1462,1462,Retention,7,7,23,11,3,12,0.37,Website Visit,0.29,2024-01-12
1463,1463,Purchase,6,7,77,10,1,18,0.79,Website Visit,0.72,2024-06-19
1464,1464,Awareness,1,7,12,6,2,14,0.56,Call,0.34,2024-09-07
1465,1465,Awareness,1,7,56,12,4,9,0.53,Email Open,0.87,2024-12-03
1466,1466,Interest,2,7,48,5,4,10,0.93,Call,0.3,2024-08-20
1467,1467,Retention,7,7,13,9,3,8,0.18,Purchase,0.16,2024-11-11
1468,1468,Purchase,6,7,69,2,2,0,0.32,Purchase,0.53,2024-11-18
1469,1469,Awareness,1,7,42,13,3,15,0.92,Form Submit,0.45,2024-12-10
1470,1470,Awareness,1,7,9,3,5,17,0.17,Purchase,0.58,2024-05-27
1471,1471,Consideration,3,7,42,2,1,20,0.41,Website Visit,0.11,2024-06-19
1472,1472,Evaluation,5,7,47,11,4,16,0.65,Form Submit,0.65,2024-07-09
1473,1473,Purchase,6,7,12,7,5,9,0.57,Form Submit,0.19,2024-12-20
1474,1474,Purchase,6,7,47,13,1,2,0.16,Form Submit,0.22,2024-12-28
1475,1475,Purchase,6,7,79,12,1,10,0.14,Purchase,0.68,2024-12-10
1476,1476,Retention,7,7,26,15,3,14,0.97,Website Visit,0.89,2024-11-19
1477,1477,Purchase,6,7,1,7,4,13,0.24,Purchase,0.16,2024-10-18
1478,1478,Consideration,3,7,28,13,2,3,0.24,Call,0.2,2024-11-09
1479,1479,Intent,4,7,14,12,4,11,0.56,Website Visit,0.22,2023-12-14
1480,1480,Retention,7,7,20,13,1,7,0.41,Email Open,0.75,2024-02-09
1481,1481,Awareness,1,7,39,7,3,0,0.44,Email Open,0.31,2024-10-23
1482,1482,Retention,7,7,6,8,1,12,0.45,Form Submit,0.13,2024-08-02
1483,1483,Retention,7,7,20,8,2,2,0.66,Website Visit,0.9,2023-11-06
1484,1484,Retention,7,7,62,14,5,8,0.89,Form Submit,0.77,2024-05-21
1485,1485,Intent,4,7,49,8,3,10,0.61,Form Submit,0.85,2024-01-07
1486,1486,Retention,7,7,4,8,3,4,0.12,Purchase,0.63,2024-10-12
1487,1487,Retention,7,7,9,13,2,5,0.59,Purchase,0.78,2024-09-20
1488,1488,Awareness,1,7,84,13,1,8,0.64,Call,0.71,2024-08-14
1489,1489,Purchase,6,7,21,2,3,0,0.42,Email Open,0.62,2024-09-23
1490,1490,Intent,4,7,66,10,3,7,0.58,Website Visit,0.86,2024-10-16
1491,1491,Consideration,3,7,47,8,4,1,0.95,Form Submit,0.66,2024-12-22
1492,1492,Awareness,1,7,26,2,5,5,0.31,Call,0.64,2024-10-22
1493,1493,Retention,7,7,33,10,5,16,0.87,Email Open,0.45,2024-09-05
1494,1494,Evaluation,5,7,27,11,2,18,0.69,Email Open,0.55,2024-10-01
1495,1495,Retention,7,7,4,12,5,3,0.4,Purchase,0.71,2024-07-25
1496,1496,Interest,2,7,36,12,3,4,0.26,Website Visit,0.36,2024-10-11
1497,1497,Intent,4,7,40,6,4,7,0.25,Form Submit,0.74,2024-09-26
1498,1498,Interest,2,7,35,11,5,6,0.73,Call,0.35,2024-07-26
1499,1499,Retention,7,7,46,11,5,18,0.57,Purchase,0.67,2024-10-15
1500,1500,Awareness,1,7,49,4,1,19,0.41,Form Submit,0.46,2024-08-03
1501,1501,Purchase,6,7,84,14,1,10,0.57,Purchase,0.77,2023-11-07
1502,1502,Purchase,6,7,42,9,1,19,0.69,Website Visit,0.27,2024-07-27
1503,1503,Awareness,1,7,29,4,1,4,0.44,Purchase,0.33,2024-08-31
1504,1504,Awareness,1,7,53,7,3,20,0.61,Purchase,0.33,2024-09-01
1505,1505,Retention,7,7,4,5,2,14,0.8,Email Open,0.33,2024-10-10
1506,1506,Evaluation,5,7,13,4,4,9,0.4,Website Visit,0.32,2024-09-22
1507,1507,Evaluation,5,7,76,1,3,16,0.63,Form Submit,0.54,2024-09-24
1508,1508,Awareness,1,7,40,2,4,9,0.87,Website Visit,0.47,2024-12-26
1509,1509,Purchase,6,7,4,4,2,10,0.76,Purchase,0.9,2024-11-19
1510,1510,Intent,4,7,85,12,4,9,0.99,Form Submit,0.29,2024-06-12
1511,1511,Consideration,3,7,73,11,3,8,0.72,Call,0.79,2024-05-09
1512,1512,Interest,2,7,7,4,4,9,0.12,Website Visit,0.13,2024-10-02
1513,1513,Intent,4,7,7,5,1,7,0.11,Call,0.41,2024-05-23
1514,1514,Purchase,6,7,8,10,1,14,0.31,Form Submit,0.36,2024-10-23
1515,1515,Retention,7,7,35,4,4,19,0.64,Email Open,0.37,2024-08-01
1516,1516,Awareness,1,7,50,8,1,4,0.68,Purchase,0.86,2024-08-24
1517,1517,Retention,7,7,62,9,4,11,0.46,Purchase,0.88,2024-10-29
1518,1518,Consideration,3,7,7,10,5,19,0.15,Call,0.76,2024-07-05
1519,1519,Evaluation,5,7,63,1,2,10,0.41,Website Visit,0.52,2024-07-16
1520,1520,Consideration,3,7,56,10,1,0,0.76,Email Open,0.67,2024-12-15
1521,1521,Awareness,1,7,89,4,3,6,0.82,Call,0.24,2024-12-25
1522,1522,Retention,7,7,59,10,5,17,0.76,Email Open,0.45,2024-12-20
1523,1523,Awareness,1,7,12,7,3,18,0.5,Email Open,0.29,2024-05-08
1524,1524,Purchase,6,7,27,12,4,14,0.35,Form Submit,0.5,2024-08-26
1525,1525,Intent,4,7,66,14,4,9,0.6,Call,0.16,2024-12-19
1526,1526,Purchase,6,7,89,11,4,8,0.27,Email Open,0.18,2024-12-27
1527,1527,Retention,7,7,62,4,1,7,0.11,Website Visit,0.5,2024-11-30
1528,1528,Interest,2,7,64,8,4,16,0.16,Call,0.74,2024-07-18
1529,1529,Purchase,6,7,71,7,1,10,0.38,Form Submit,0.39,2024-12-26
1530,1530,Evaluation,5,7,72,14,5,3,0.58,Purchase,0.15,2024-12-21
1531,1531,Consideration,3,7,24,11,3,5,0.32,Call,0.33,2024-01-17
1532,1532,Evaluation,5,7,85,9,5,1,0.23,Form Submit,0.25,2024-12-10
1533,1533,Evaluation,5,7,33,13,5,4,0.14,Email Open,0.23,2024-12-25
1534,1534,Consideration,3,7,60,10,2,19,0.71,Form Submit,0.78,2024-04-16
1535,1535,Retention,7,7,89,1,4,13,0.45,Email Open,0.89,2024-01-26
1536,1536,Intent,4,7,74,12,3,8,0.16,Website Visit,0.75,2024-11-20
1537,1537,Consideration,3,7,1,6,3,4,0.13,Purchase,0.49,2024-12-20
1538,1538,Awareness,1,7,85,1,1,0,0.32,Call,0.14,2024-12-22
1539,1539,Consideration,3,7,88,4,2,7,0.68,Website Visit,0.66,2024-07-17
1540,1540,Intent,4,7,64,1,5,12,0.5,Purchase,0.81,2024-10-09
1541,1541,Interest,2,7,21,1,4,20,0.16,Purchase,0.64,2024-11-09
1542,1542,Purchase,6,7,79,1,4,1,0.73,Call,0.49,2024-09-13
1543,1543,Intent,4,7,26,5,5,20,0.41,Email Open,0.18,2024-12-18
1544,1544,Intent,4,7,46,3,3,3,0.59,Purchase,0.66,2024-12-27
1545,1545,Consideration,3,7,82,3,3,2,0.37,Website Visit,0.59,2024-11-03
1546,1546,Awareness,1,7,71,3,4,18,0.4,Website Visit,0.42,2024-12-29
1547,1547,Evaluation,5,7,3,7,5,3,0.33,Call,0.6,2024-08-01
1548,1548,Purchase,6,7,7,4,4,6,0.2,Website Visit,0.33,2024-12-26
1549,1549,Evaluation,5,7,24,5,3,20,0.21,Purchase,0.36,2024-07-22
1550,1550,Retention,7,7,82,7,1,0,0.53,Website Visit,0.87,2024-07-03
1551,1551,Purchase,6,7,55,6,2,20,0.15,Email Open,0.72,2024-12-30
1552,1552,Interest,2,7,63,13,3,2,0.4,Website Visit,0.69,2024-12-05
1553,1553,Retention,7,7,22,8,2,0,0.38,Call,0.38,2024-08-26
1554,1554,Evaluation,5,7,62,6,3,8,0.43,Email Open,0.75,2023-12-09
1555,1555,Purchase,6,7,40,12,4,13,0.33,Call,0.66,2024-09-30
1556,1556,Evaluation,5,7,5,7,2,17,0.45,Call,0.57,2024-10-23
1557,1557,Evaluation,5,7,68,3,5,11,0.7,Purchase,0.17,2024-11-01
1558,1558,Consideration,3,7,85,4,2,6,0.14,Call,0.42,2024-05-11
1559,1559,Evaluation,5,7,75,8,5,9,0.45,Call,0.22,2024-12-09
1560,1560,Awareness,1,7,35,5,5,5,0.57,Website Visit,0.45,2024-12-08
1561,1561,Intent,4,7,41,3,5,17,0.97,Website Visit,0.73,2024-10-23
1562,1562,Interest,2,7,20,9,5,18,0.42,Form Submit,0.86,2024-06-08
1563,1563,Interest,2,7,1,5,2,9,0.14,Form Submit,0.28,2024-09-01
1564,1564,Consideration,3,7,19,11,2,14,0.4,Call,0.6,2024-08-13
1565,1565,Awareness,1,7,76,4,4,2,0.53,Call,0.57,2024-03-25
1566,1566,Interest,2,7,44,8,5,16,0.9,Form Submit,0.53,2024-12-02
1567,1567,Intent,4,7,59,2,5,18,0.6,Call,0.37,2024-04-16
1568,1568,Intent,4,7,45,9,2,15,0.6,Website Visit,0.56,2024-08-16
1569,1569,Consideration,3,7,71,15,3,9,0.54,Purchase,0.53,2024-10-10
1570,1570,Evaluation,5,7,17,6,2,7,0.57,Purchase,0.72,2023-11-03
1571,1571,Interest,2,7,3,15,3,1,0.85,Email Open,0.8,2024-09-29
1572,1572,Purchase,6,7,34,5,1,3,0.3,Email Open,0.21,2024-12-30
1573,1573,Evaluation,5,7,62,7,2,12,0.47,Purchase,0.29,2024-10-23
1574,1574,Retention,7,7,44,11,2,15,0.17,Call,0.87,2024-04-10
1575,1575,Interest,2,7,14,14,3,7,0.99,Purchase,0.4,2024-03-01
1576,1576,Intent,4,7,6,10,5,17,0.99,Call,0.1,2024-11-07
1577,1577,Evaluation,5,7,47,11,5,15,0.13,Website Visit,0.46,2024-09-05
1578,1578,Consideration,3,7,55,8,1,20,0.42,Form Submit,0.33,2024-07-26
1579,1579,Retention,7,7,71,14,4,0,0.89,Call,0.77,2024-11-04
1580,1580,Evaluation,5,7,6,9,3,15,0.27,Call,0.56,2024-07-13
1581,1581,Evaluation,5,7,62,14,2,8,0.82,Form Submit,0.54,2024-12-08
1582,1582,Intent,4,7,81,11,3,17,0.75,Purchase,0.48,2024-06-08
1583,1583,Retention,7,7,21,1,1,0,0.28,Website Visit,0.72,2024-11-22
1584,1584,Evaluation,5,7,3,4,1,17,0.47,Call,0.68,2024-07-10
1585,1585,Purchase,6,7,84,11,1,16,0.91,Form Submit,0.16,2024-12-04
1586,1586,Retention,7,7,54,6,2,4,0.37,Call,0.22,2023-12-31
1587,1587,Retention,7,7,72,14,5,14,0.45,Purchase,0.38,2024-10-11
1588,1588,Purchase,6,7,83,3,3,18,0.89,Purchase,0.68,2024-05-24
1589,1589,Purchase,6,7,17,8,4,15,0.55,Form Submit,0.7,2024-11-26
1590,1590,Consideration,3,7,59,3,1,11,0.29,Email Open,0.22,2024-04-18
1591,1591,Awareness,1,7,8,4,5,19,0.48,Email Open,0.42,2024-12-15
1592,1592,Retention,7,7,54,15,4,20,0.29,Call,0.5,2024-12-27
1593,1593,Evaluation,5,7,14,9,1,20,0.59,Purchase,0.14,2024-11-27
1594,1594,Interest,2,7,65,2,3,17,0.17,Website Visit,0.41,2024-05-25
1595,1595,Evaluation,5,7,7,10,4,20,0.69,Call,0.64,2024-10-29
1596,1596,Interest,2,7,63,8,2,3,0.37,Purchase,0.37,2024-10-28
1597,1597,Awareness,1,7,26,11,5,17,0.8,Purchase,0.25,2024-12-06
1598,1598,Consideration,3,7,19,11,5,14,0.95,Call,0.24,2024-12-05
1599,1599,Awareness,1,7,9,6,1,15,0.94,Purchase,0.44,2024-12-25
1600,1600,Consideration,3,7,49,9,3,9,0.94,Call,0.69,2024-11-21
1601,1601,Interest,2,7,27,13,2,13,0.39,Email Open,0.58,2024-12-11
1602,1602,Purchase,6,7,42,15,3,17,0.25,Website Visit,0.74,2024-12-18
1603,1603,Awareness,1,7,9,4,1,7,0.22,Email Open,0.42,2024-08-16
1604,1604,Evaluation,5,7,81,3,4,7,0.2,Email Open,0.81,2024-11-03
1605,1605,Retention,7,7,65,1,5,14,0.27,Form Submit,0.49,2024-08-19
1606,1606,Intent,4,7,6,1,4,8,0.79,Purchase,0.59,2024-07-11
1607,1607,Interest,2,7,27,12,2,6,0.62,Purchase,0.68,2024-11-21
1608,1608,Consideration,3,7,68,8,4,3,0.9,Email Open,0.14,2024-10-31
1609,1609,Interest,2,7,65,6,3,10,0.69,Form Submit,0.57,2024-12-10
1610,1610,Retention,7,7,87,11,2,20,0.94,Email Open,0.47,2024-04-19
1611,1611,Purchase,6,7,55,3,5,7,0.84,Email Open,0.47,2024-10-11
1612,1612,Purchase,6,7,30,2,2,6,0.84,Purchase,0.43,2024-12-19
1613,1613,Interest,2,7,14,14,3,5,0.44,Email Open,0.33,2024-11-10
1614,1614,Interest,2,7,15,10,5,5,0.72,Email Open,0.12,2024-12-25
1615,1615,Purchase,6,7,47,6,3,19,0.81,Email Open,0.78,2024-07-11
1616,1616,Intent,4,7,46,2,3,10,0.79,Call,0.63,2024-11-25
1617,1617,Evaluation,5,7,58,8,1,15,0.23,Form Submit,0.78,2024-06-14
1618,1618,Purchase,6,7,86,11,1,16,0.51,Email Open,0.67,2024-12-23
1619,1619,Retention,7,7,89,6,4,5,0.35,Form Submit,0.26,2024-05-12
1620,1620,Intent,4,7,83,2,1,1,0.66,Call,0.54,2024-11-11
1621,1621,Consideration,3,7,49,8,3,4,0.29,Website Visit,0.68,2024-12-08
1622,1622,Purchase,6,7,50,3,5,0,0.52,Call,0.45,2024-08-29
1623,1623,Consideration,3,7,16,13,5,11,0.71,Form Submit,0.14,2024-07-17
1624,1624,Interest,2,7,1,9,3,18,0.11,Email Open,0.52,2024-06-03
