conversion_id,lead_id,campaign_id,conversion_type,conversion_date,conversion_value,revenue,customer_lifetime_value,conversion_path,attribution_model,touchpoints_count,days_to_conversion
1250,4943,22,Opportunity,2024-12-07,140,1871,69625,Display -> Lead -> Customer,Linear,3,363
1251,4947,23,SQL,2024-12-25,7024,48696,27897,Webinars -> Lead -> SQL,First Touch,1,62
1252,4948,12,MQL,2024-07-14,6995,49740,57957,Events -> Lead -> Upsell,First Touch,1,18
1253,4949,15,Upsell,2024-01-11,4036,2055,5739,Paid Search -> Lead -> MQL,Time Decay,1,346
1254,4951,8,Customer,2024-11-09,2542,44339,11093,Influencer -> Lead -> Opportunity,Last Touch,10,322
1255,4952,28,Lead,2024-12-19,1928,22063,94181,Display -> Lead -> Lead,Time Decay,8,313
1256,4955,39,Lead,2024-03-15,6670,26054,12207,Content Marketing -> Lead -> SQL,Position Based,1,140
1257,4958,35,Upsell,2024-10-10,6014,45497,94414,Events -> Lead -> SQL,Time Decay,10,148
1258,4965,46,Upsell,2024-02-07,9567,48223,49591,Social Media -> Lead -> Lead,Last Touch,7,238
1259,4969,45,MQL,2023-11-24,3731,49153,3361,Direct Mail -> Lead -> SQL,Position Based,10,7
1260,4970,39,SQL,2024-10-03,3072,5051,32181,Content Marketing -> Lead -> Lead,Last Touch,7,142
1261,4971,10,MQL,2024-02-25,747,42077,80897,Social Media -> Lead -> Lead,Last Touch,8,7
1262,4972,43,SQL,2024-04-17,456,40692,76565,Social Media -> Lead -> SQL,First Touch,8,44
1263,4979,13,SQL,2024-06-18,9393,10540,46603,SEO -> Lead -> Customer,Position Based,2,235
1264,4983,22,MQL,2024-11-25,1887,7154,47002,Display -> Lead -> MQL,Linear,5,214
1265,4992,16,Opportunity,2024-12-12,3139,34198,11211,Paid Search -> Lead -> Lead,Time Decay,8,107
1266,4996,22,Lead,2023-08-30,2392,25030,38107,Display -> Lead -> SQL,Linear,1,178
1267,5001,9,MQL,2024-12-04,3948,22437,42833,Webinars -> Lead -> SQL,Position Based,6,164
1268,5002,15,Opportunity,2023-12-23,5441,35934,75769,Paid Search -> Lead -> Lead,Position Based,8,249
1269,5004,29,MQL,2024-07-06,2717,47963,63998,Influencer -> Lead -> Lead,Last Touch,3,365
1270,5013,1,Upsell,2024-04-23,9963,15785,35404,Display -> Lead -> Customer,Time Decay,8,207
1271,5016,44,Customer,2024-08-07,6751,28120,98107,Influencer -> Lead -> Lead,Linear,6,170
1272,5021,50,Opportunity,2024-10-08,8258,1242,57081,Influencer -> Lead -> Customer,Position Based,2,184
1273,5023,30,Customer,2024-10-28,611,34233,42052,Influencer -> Lead -> Lead,Position Based,1,143
1274,5024,39,SQL,2023-06-30,6234,19267,56165,Content Marketing -> Lead -> Upsell,First Touch,1,77
1275,5025,13,Opportunity,2024-07-02,2267,39304,78690,SEO -> Lead -> Customer,Time Decay,8,105
1276,5037,32,Upsell,2023-12-10,4703,17255,61319,Influencer -> Lead -> MQL,First Touch,4,116
1277,5040,14,Upsell,2024-06-05,2493,5301,18118,Social Media -> Lead -> MQL,Last Touch,2,132
1278,5045,40,MQL,2024-03-24,7357,44490,76592,Email -> Lead -> SQL,Last Touch,2,13
1279,5046,17,MQL,2024-01-17,3603,18079,53969,Events -> Lead -> Customer,Linear,2,78
1280,5055,11,SQL,2024-09-19,5545,29082,74324,Events -> Lead -> Customer,Last Touch,3,92
1281,5059,46,SQL,2024-03-02,8200,31708,23837,Social Media -> Lead -> Lead,Last Touch,9,185
1282,5060,27,SQL,2024-03-23,3922,10716,72163,SEO -> Lead -> Lead,Position Based,4,235
1283,5063,24,Customer,2024-06-15,6587,11328,28175,SEO -> Lead -> SQL,First Touch,5,44
1284,5072,2,Upsell,2024-12-23,8486,21979,54226,Direct Mail -> Lead -> Upsell,First Touch,9,207
1285,5083,21,SQL,2024-01-29,4259,49803,98902,Influencer -> Lead -> Customer,Time Decay,1,68
1286,5085,8,Opportunity,2024-01-14,8885,30903,95766,Influencer -> Lead -> Opportunity,Time Decay,8,76
1287,5096,4,Customer,2024-10-19,2400,2899,79407,Email -> Lead -> Upsell,Time Decay,1,102
1288,5098,28,SQL,2024-12-25,6716,49292,41348,Display -> Lead -> MQL,First Touch,6,65
1289,5100,37,Opportunity,2024-10-05,5509,28714,91421,Events -> Lead -> Opportunity,Last Touch,1,38
1290,5103,3,Lead,2023-07-18,9450,46496,80056,Influencer -> Lead -> Upsell,Linear,3,238
1291,5105,29,Lead,2024-08-08,2526,20037,76029,Influencer -> Lead -> Opportunity,Position Based,9,43
1292,5107,15,Customer,2024-11-11,4977,44804,64489,Paid Search -> Lead -> SQL,Time Decay,3,244
1293,5119,33,Upsell,2024-10-28,8507,44062,35510,Display -> Lead -> SQL,Last Touch,10,338
1294,5134,47,Opportunity,2024-11-10,5838,2313,4284,Influencer -> Lead -> Customer,Last Touch,10,365
1295,5148,40,Lead,2023-09-23,2234,31759,2073,Email -> Lead -> SQL,Position Based,1,36
1296,5150,8,Customer,2024-01-17,7076,43584,16134,Influencer -> Lead -> SQL,Position Based,1,266
1297,5155,30,Lead,2024-10-30,3281,44887,92365,Influencer -> Lead -> Opportunity,Last Touch,10,318
1298,5157,49,Customer,2024-12-30,6869,36605,15737,Display -> Lead -> MQL,Last Touch,4,6
1299,5163,26,SQL,2023-11-17,9649,35777,71786,SEO -> Lead -> Customer,Linear,10,162
1300,5170,40,SQL,2024-08-02,4056,24891,83802,Email -> Lead -> Opportunity,First Touch,9,146
1301,5171,13,MQL,2024-10-11,3530,33636,68723,SEO -> Lead -> Lead,First Touch,5,50
1302,5174,6,Customer,2024-07-22,916,2020,75836,SEO -> Lead -> MQL,Linear,5,47
1303,5177,34,Upsell,2024-12-26,9172,29291,82911,Events -> Lead -> Lead,Last Touch,5,205
1304,5185,5,Upsell,2024-12-16,443,13389,22922,Influencer -> Lead -> Opportunity,First Touch,2,288
1305,5191,42,Customer,2024-07-06,5445,22935,80835,Direct Mail -> Lead -> Upsell,Time Decay,7,27
1306,5193,15,Opportunity,2023-11-16,9996,7417,59777,Paid Search -> Lead -> Opportunity,Last Touch,3,95
1307,5196,27,SQL,2024-03-16,2855,23076,3557,SEO -> Lead -> SQL,First Touch,10,65
1308,5197,2,Upsell,2024-08-25,5531,713,97170,Direct Mail -> Lead -> SQL,First Touch,3,239
1309,5206,3,MQL,2024-08-05,7555,1691,32976,Influencer -> Lead -> SQL,Last Touch,5,326
1310,5208,21,Customer,2024-11-18,4365,35471,47196,Influencer -> Lead -> Upsell,First Touch,6,16
1311,5211,44,Lead,2024-04-29,4612,9932,97282,Influencer -> Lead -> SQL,Time Decay,6,354
1312,5214,1,Lead,2024-06-02,8901,6435,63213,Display -> Lead -> Opportunity,Last Touch,9,204
1313,5218,34,SQL,2024-02-07,1988,16558,15078,Events -> Lead -> SQL,Time Decay,4,329
1314,5226,40,Customer,2024-01-10,2038,7615,45377,Email -> Lead -> Customer,Linear,5,227
1315,5232,4,MQL,2024-11-28,6995,19514,11741,Email -> Lead -> Opportunity,Position Based,6,150
1316,5234,15,MQL,2023-08-14,8574,28873,95733,Paid Search -> Lead -> MQL,Last Touch,2,203
1317,5235,37,Opportunity,2024-11-22,1772,38986,72247,Events -> Lead -> MQL,Linear,7,150
1318,5236,50,Opportunity,2024-10-26,3516,20875,57157,Influencer -> Lead -> MQL,First Touch,1,185
1319,5238,42,Lead,2024-08-01,6684,6857,14695,Direct Mail -> Lead -> Opportunity,First Touch,1,68
1320,5239,24,SQL,2024-07-13,9277,18907,29026,SEO -> Lead -> Lead,First Touch,7,274
1321,5246,11,Lead,2024-08-22,7951,17765,30367,Events -> Lead -> SQL,Time Decay,3,121
1322,5260,5,MQL,2024-08-31,2612,1141,72659,Influencer -> Lead -> Opportunity,Position Based,2,100
1323,5265,6,SQL,2024-12-24,7026,22084,65901,SEO -> Lead -> Lead,Last Touch,4,218
1324,5274,49,SQL,2024-12-28,4877,18546,85100,Display -> Lead -> Opportunity,Last Touch,7,112
1325,5282,5,SQL,2024-09-22,7645,33450,80200,Influencer -> Lead -> Customer,First Touch,10,148
1326,5288,3,Upsell,2024-09-01,5455,42271,27998,Influencer -> Lead -> Upsell,First Touch,10,227
1327,5289,27,Customer,2024-08-10,617,42461,48609,SEO -> Lead -> Upsell,First Touch,2,47
1328,5291,13,Opportunity,2024-08-05,5622,19071,50863,SEO -> Lead -> Lead,Time Decay,9,76
1329,5292,29,Upsell,2024-04-28,6505,42612,60544,Influencer -> Lead -> MQL,Position Based,2,304
1330,5295,10,Customer,2024-05-31,2822,6817,2227,Social Media -> Lead -> Lead,Time Decay,8,33
1331,5297,43,SQL,2024-01-26,362,30453,78342,Social Media -> Lead -> MQL,Last Touch,4,160
1332,5303,5,SQL,2024-05-15,6590,27645,77328,Influencer -> Lead -> MQL,Time Decay,3,300
1333,5304,21,MQL,2023-10-12,2233,4110,86165,Influencer -> Lead -> Customer,First Touch,7,94
1334,5305,27,Upsell,2024-07-09,5375,27479,35549,SEO -> Lead -> Customer,First Touch,5,120
1335,5306,40,SQL,2024-02-29,3141,9160,40572,Email -> Lead -> Opportunity,Position Based,9,61
1336,5310,23,Customer,2024-12-24,3533,46314,70087,Webinars -> Lead -> Opportunity,Last Touch,5,342
1337,5314,12,Lead,2024-09-02,2740,44376,8995,Events -> Lead -> Lead,Time Decay,1,40
1338,5319,33,Opportunity,2024-11-10,5290,10046,51091,Display -> Lead -> Opportunity,Last Touch,6,323
1339,5320,16,SQL,2024-11-16,3906,24046,66539,Paid Search -> Lead -> Upsell,Last Touch,8,212
1340,5327,12,MQL,2023-10-30,2436,45334,62067,Events -> Lead -> Upsell,First Touch,7,321
1341,5328,8,Customer,2024-08-12,6855,13555,21063,Influencer -> Lead -> SQL,Last Touch,2,293
1342,5329,12,Customer,2023-11-17,9396,46976,72424,Events -> Lead -> Upsell,Position Based,1,100
1343,5333,11,MQL,2024-12-14,9174,34503,61880,Events -> Lead -> Upsell,First Touch,5,312
1344,5335,28,MQL,2024-12-30,4945,41181,49391,Display -> Lead -> Customer,Time Decay,8,40
1345,5341,12,SQL,2024-07-03,2002,37288,82436,Events -> Lead -> Lead,Linear,10,356
1346,5345,35,MQL,2024-11-09,2885,7272,7448,Events -> Lead -> MQL,Position Based,3,133
1347,5368,26,Opportunity,2024-10-31,4702,46441,3804,SEO -> Lead -> Customer,Time Decay,2,126
1348,5371,6,MQL,2024-09-06,9138,10764,82550,SEO -> Lead -> SQL,Time Decay,7,282
1349,5376,6,Customer,2024-11-02,4756,43151,17873,SEO -> Lead -> MQL,Last Touch,8,198
1350,5377,18,Customer,2024-12-16,3471,42235,36704,Webinars -> Lead -> SQL,Time Decay,5,173
1351,5381,13,Opportunity,2024-06-10,7234,11753,59875,SEO -> Lead -> MQL,First Touch,2,125
1352,5382,24,SQL,2024-12-28,1609,23919,15005,SEO -> Lead -> Customer,Linear,5,94
1353,5391,26,Opportunity,2024-06-26,1322,49776,89914,SEO -> Lead -> SQL,Time Decay,4,317
1354,5399,3,MQL,2023-12-08,4644,43420,75685,Influencer -> Lead -> SQL,First Touch,7,276
1355,5402,49,MQL,2024-12-22,6898,26968,28203,Display -> Lead -> Opportunity,Time Decay,1,130
1356,5404,48,Lead,2023-08-11,125,18034,21685,Social Media -> Lead -> Upsell,Position Based,9,2
1357,5409,1,Upsell,2024-07-24,9933,9950,97338,Display -> Lead -> MQL,Last Touch,7,330
1358,5411,47,Upsell,2023-09-05,4985,47447,91902,Influencer -> Lead -> Upsell,Position Based,7,331
1359,5419,24,Lead,2024-02-20,9064,7167,40494,SEO -> Lead -> Opportunity,Last Touch,2,204
1360,5423,19,Opportunity,2024-06-12,4612,38441,96398,Influencer -> Lead -> Upsell,Position Based,7,117
1361,5424,25,MQL,2024-10-07,4624,47819,25095,Direct Mail -> Lead -> Opportunity,Position Based,7,323
1362,5431,48,Upsell,2024-07-24,8004,21955,34341,Social Media -> Lead -> Opportunity,First Touch,8,10
1363,5433,4,Upsell,2024-10-19,3789,24924,27739,Email -> Lead -> SQL,Time Decay,4,15
1364,5437,1,Upsell,2024-11-02,1496,12201,44098,Display -> Lead -> Opportunity,First Touch,5,322
1365,5439,26,Customer,2023-12-02,2216,33596,64446,SEO -> Lead -> Customer,Linear,2,278
1366,5441,38,Opportunity,2024-12-03,6163,49829,3733,Direct Mail -> Lead -> SQL,First Touch,10,9
1367,5448,25,Lead,2024-10-13,6189,25291,87323,Direct Mail -> Lead -> Lead,First Touch,1,80
1368,5449,3,Opportunity,2023-12-05,9666,19056,40565,Influencer -> Lead -> Customer,Linear,10,221
1369,5451,31,SQL,2024-04-03,2472,4146,85086,Paid Search -> Lead -> MQL,First Touch,2,149
1370,5455,16,Customer,2024-10-24,4307,12499,5776,Paid Search -> Lead -> MQL,Linear,8,265
1371,5456,46,MQL,2023-08-02,7695,14967,17018,Social Media -> Lead -> MQL,Linear,8,254
1372,5462,2,MQL,2024-05-27,3344,48854,95812,Direct Mail -> Lead -> Upsell,Position Based,6,255
1373,5466,47,Lead,2024-04-30,7994,26791,2625,Influencer -> Lead -> Upsell,Position Based,3,57
1374,5467,42,Upsell,2024-09-20,903,2005,36995,Direct Mail -> Lead -> Opportunity,Linear,1,361
1375,5471,29,SQL,2024-07-29,6360,3512,27200,Influencer -> Lead -> Lead,First Touch,3,284
1376,5473,35,MQL,2024-10-08,4507,43460,7271,Events -> Lead -> Upsell,Time Decay,4,164
1377,5476,18,Upsell,2024-11-08,7411,47068,12428,Webinars -> Lead -> Upsell,Linear,3,88
1378,5477,36,Upsell,2024-10-04,6922,9704,23155,Direct Mail -> Lead -> Lead,First Touch,3,242
1379,5478,3,MQL,2024-08-03,4551,23210,13306,Influencer -> Lead -> Opportunity,Time Decay,10,42
1380,5485,43,Upsell,2024-11-24,8259,11337,39697,Social Media -> Lead -> SQL,First Touch,8,157
1381,5486,23,Customer,2024-12-28,8084,15361,18893,Webinars -> Lead -> Opportunity,Linear,9,188
1382,5489,2,Customer,2024-06-23,7915,25720,84279,Direct Mail -> Lead -> MQL,Time Decay,2,333
1383,5492,24,Upsell,2024-09-24,595,34498,67876,SEO -> Lead -> Opportunity,Time Decay,8,97
1384,5493,40,MQL,2023-09-13,4539,1899,15086,Email -> Lead -> Opportunity,Position Based,1,342
1385,5506,19,Customer,2024-09-24,3615,21480,25193,Influencer -> Lead -> Lead,Linear,1,318
1386,5513,30,SQL,2024-12-09,931,27533,99694,Influencer -> Lead -> Customer,Last Touch,3,302
1387,5515,47,MQL,2023-12-06,6476,46914,92169,Influencer -> Lead -> Lead,Last Touch,5,139
1388,5516,17,MQL,2024-03-15,3243,43119,25484,Events -> Lead -> SQL,Position Based,1,159
1389,5521,39,Customer,2023-10-21,3139,48148,1791,Content Marketing -> Lead -> Upsell,Linear,4,9
1390,5524,31,Customer,2024-12-03,7535,13852,46873,Paid Search -> Lead -> SQL,First Touch,8,246
1391,5528,18,Upsell,2024-12-08,8038,33200,71708,Webinars -> Lead -> Opportunity,Last Touch,9,108
1392,5530,19,Opportunity,2024-09-25,9493,11491,52206,Influencer -> Lead -> Customer,Position Based,9,267
1393,5537,16,MQL,2024-09-14,4171,36918,74251,Paid Search -> Lead -> MQL,Linear,3,30
1394,5554,36,Customer,2024-08-22,5621,9022,26050,Direct Mail -> Lead -> SQL,Position Based,5,22
1395,5557,16,Lead,2024-09-17,5676,12416,28405,Paid Search -> Lead -> Upsell,Linear,9,66
1396,5563,14,Opportunity,2024-06-12,963,49628,67512,Social Media -> Lead -> Opportunity,Last Touch,2,343
1397,5568,50,Customer,2024-11-20,548,9967,62046,Influencer -> Lead -> Lead,Last Touch,10,142
1398,5572,40,Opportunity,2023-04-22,7514,19610,40284,Email -> Lead -> MQL,Linear,7,86
1399,5576,10,Upsell,2023-11-29,4875,48953,96084,Social Media -> Lead -> SQL,First Touch,5,301
1400,5579,27,SQL,2024-10-19,7957,7578,15962,SEO -> Lead -> SQL,Time Decay,9,178
1401,5585,34,SQL,2024-08-18,8328,13350,39702,Events -> Lead -> SQL,Linear,4,26
1402,5588,39,Opportunity,2024-03-08,8232,36522,28302,Content Marketing -> Lead -> Customer,Time Decay,5,180
1403,5603,34,Customer,2024-07-26,9380,8387,46938,Events -> Lead -> Customer,Time Decay,4,52
1404,5605,27,Lead,2024-10-27,7286,37772,9217,SEO -> Lead -> Opportunity,Last Touch,4,260
1405,5615,33,Lead,2024-09-22,7124,44463,51322,Display -> Lead -> MQL,Position Based,10,147
1406,5618,23,SQL,2024-12-30,8287,21345,46046,Webinars -> Lead -> Lead,Last Touch,2,126
1407,5621,3,SQL,2023-10-25,5730,45241,2029,Influencer -> Lead -> Opportunity,Position Based,8,41
1408,5624,4,MQL,2024-10-23,7239,31094,62450,Email -> Lead -> Customer,Last Touch,4,248
1409,5629,20,MQL,2024-11-11,3411,30721,77379,Influencer -> Lead -> SQL,Position Based,5,267
1410,5630,45,MQL,2024-08-07,636,6114,57475,Direct Mail -> Lead -> Customer,Position Based,2,74
1411,5634,14,MQL,2024-11-27,3284,15879,70082,Social Media -> Lead -> Customer,Last Touch,4,92
1412,5638,26,Lead,2024-06-02,9726,28332,92351,SEO -> Lead -> Upsell,Last Touch,5,195
1413,5639,13,Upsell,2024-04-27,2314,25192,99188,SEO -> Lead -> Lead,Linear,3,110
1414,5644,44,Customer,2024-07-07,4753,19203,28997,Influencer -> Lead -> Customer,Position Based,5,138
1415,5645,47,SQL,2024-11-04,4673,13071,97191,Influencer -> Lead -> Opportunity,Time Decay,2,365
1416,5653,33,Opportunity,2024-08-26,3752,26784,28222,Display -> Lead -> SQL,Last Touch,8,2
1417,5656,19,Lead,2024-04-22,3969,27323,86800,Influencer -> Lead -> Upsell,Linear,10,289
1418,5660,28,MQL,2024-12-23,1854,36720,68584,Display -> Lead -> Opportunity,Linear,2,165
1419,5665,16,Opportunity,2024-10-19,2743,21844,82851,Paid Search -> Lead -> SQL,Linear,4,115
1420,5667,47,Lead,2023-08-07,7249,18457,91208,Influencer -> Lead -> Lead,Position Based,7,127
1421,5668,33,MQL,2024-11-02,3727,28529,16238,Display -> Lead -> Opportunity,First Touch,8,336
1422,5672,2,SQL,2024-12-25,7765,36040,79183,Direct Mail -> Lead -> Upsell,Position Based,7,145
1423,5678,3,Upsell,2024-10-03,7493,32319,2969,Influencer -> Lead -> Lead,First Touch,1,142
1424,5680,34,Opportunity,2024-12-18,4516,11777,80822,Events -> Lead -> Upsell,Last Touch,3,245
1425,5684,10,Customer,2023-03-23,5554,7396,87322,Social Media -> Lead -> Upsell,Position Based,5,356
1426,5685,45,Customer,2023-09-14,1191,48571,74919,Direct Mail -> Lead -> Lead,First Touch,6,263
1427,5686,16,Customer,2024-12-08,2639,43517,85086,Paid Search -> Lead -> SQL,Time Decay,10,338
1428,5689,45,Opportunity,2024-06-18,7586,37803,54631,Direct Mail -> Lead -> Upsell,Linear,3,255
1429,5690,20,Lead,2024-10-09,2364,38613,17366,Influencer -> Lead -> Opportunity,Linear,1,26
1430,5698,48,Opportunity,2024-02-23,317,33511,87958,Social Media -> Lead -> Customer,Position Based,5,365
1431,5706,25,Lead,2024-10-04,9887,34088,56269,Direct Mail -> Lead -> SQL,Position Based,4,156
1432,5712,30,Customer,2024-08-23,3036,41543,43654,Influencer -> Lead -> Opportunity,Time Decay,9,100
1433,5715,2,MQL,2024-03-05,9131,34886,18792,Direct Mail -> Lead -> SQL,Position Based,1,337
1434,5717,27,SQL,2024-06-24,6731,23675,51364,SEO -> Lead -> Lead,First Touch,2,337
1435,5734,20,Lead,2024-11-19,3534,7331,28402,Influencer -> Lead -> SQL,First Touch,5,57
1436,5735,42,Upsell,2024-05-03,4965,36211,6820,Direct Mail -> Lead -> MQL,Linear,7,18
1437,5741,11,Opportunity,2024-07-10,4565,11051,13510,Events -> Lead -> Opportunity,Last Touch,3,327
1438,5762,42,Lead,2024-04-14,251,36804,61637,Direct Mail -> Lead -> MQL,Last Touch,2,181
1439,5772,36,MQL,2024-10-05,5199,36161,16757,Direct Mail -> Lead -> Upsell,Linear,8,209
1440,5775,11,SQL,2024-10-23,9226,44845,47734,Events -> Lead -> Opportunity,Linear,10,130
1441,5777,20,Upsell,2024-12-30,625,36326,20794,Influencer -> Lead -> SQL,Time Decay,3,262
1442,5778,5,Upsell,2024-07-24,616,19807,40512,Influencer -> Lead -> Upsell,First Touch,10,298
1443,5779,48,Upsell,2023-08-08,2543,46203,96108,Social Media -> Lead -> Upsell,First Touch,10,151
1444,5782,20,Upsell,2024-12-26,1208,21385,66290,Influencer -> Lead -> Lead,Position Based,7,37
1445,5789,34,Customer,2024-06-19,1504,43374,56027,Events -> Lead -> MQL,First Touch,9,42
1446,5798,10,MQL,2024-02-06,5655,48709,3866,Social Media -> Lead -> SQL,Linear,6,201
1447,5800,9,MQL,2024-10-21,8308,23100,16850,Webinars -> Lead -> Opportunity,First Touch,9,65
1448,5806,38,MQL,2024-05-02,3435,37955,23365,Direct Mail -> Lead -> Opportunity,Last Touch,3,125
1449,5807,43,SQL,2023-10-14,3096,34053,20151,Social Media -> Lead -> Opportunity,Time Decay,2,222
1450,5808,25,Customer,2024-11-21,7453,12796,97528,Direct Mail -> Lead -> Opportunity,Position Based,8,331
1451,5811,38,Lead,2024-02-17,7204,5635,23347,Direct Mail -> Lead -> Opportunity,Time Decay,8,76
1452,5816,5,Customer,2024-12-28,8577,40393,92064,Influencer -> Lead -> Lead,Linear,2,72
1453,5818,19,Lead,2024-04-10,9550,16490,59554,Influencer -> Lead -> Upsell,First Touch,4,127
1454,5822,33,Lead,2024-09-24,4605,14936,1056,Display -> Lead -> Lead,Position Based,3,300
1455,5823,23,Opportunity,2024-12-16,6891,28594,42563,Webinars -> Lead -> SQL,Time Decay,1,162
1456,5833,46,Upsell,2024-01-30,6115,31871,52867,Social Media -> Lead -> Customer,Time Decay,4,51
1457,5839,20,Lead,2024-07-15,7062,47319,82909,Influencer -> Lead -> Opportunity,Position Based,4,148
1458,5840,2,MQL,2024-07-14,5952,39145,76003,Direct Mail -> Lead -> Lead,Linear,5,268
1459,5841,50,Customer,2024-11-16,1530,2029,18737,Influencer -> Lead -> Customer,First Touch,4,52
1460,5842,23,SQL,2024-12-30,3070,11371,41655,Webinars -> Lead -> Opportunity,Linear,10,183
1461,5856,27,Opportunity,2024-10-27,9053,46306,53791,SEO -> Lead -> Opportunity,Last Touch,8,203
1462,5859,15,Upsell,2023-10-29,6937,20352,80554,Paid Search -> Lead -> Customer,Linear,7,270
1463,5862,26,MQL,2024-04-12,5413,42554,43845,SEO -> Lead -> MQL,First Touch,3,92
1464,5866,18,Upsell,2024-12-03,7233,34887,98799,Webinars -> Lead -> MQL,Linear,1,219
1465,5867,36,Customer,2024-10-14,3353,12722,99886,Direct Mail -> Lead -> Lead,Time Decay,3,57
1466,5871,21,SQL,2023-12-19,4794,19483,53368,Influencer -> Lead -> Upsell,Last Touch,9,130
1467,5873,31,Lead,2024-04-24,4132,9779,7303,Paid Search -> Lead -> SQL,Time Decay,3,128
1468,5874,11,Opportunity,2024-12-16,6389,41456,78342,Events -> Lead -> Upsell,Last Touch,5,352
1469,5882,15,Opportunity,2023-12-15,703,30832,17322,Paid Search -> Lead -> Opportunity,Last Touch,7,34
1470,5883,30,SQL,2024-08-01,897,23344,65653,Influencer -> Lead -> Opportunity,Position Based,4,80
1471,5884,2,SQL,2024-04-30,9294,23184,58987,Direct Mail -> Lead -> Lead,Linear,2,357
1472,5885,24,MQL,2024-01-18,1883,14746,32776,SEO -> Lead -> Lead,Time Decay,2,231
1473,5886,35,SQL,2024-10-16,2948,47079,83194,Events -> Lead -> MQL,Time Decay,7,306
1474,5887,35,Lead,2024-11-23,2274,44320,55739,Events -> Lead -> Upsell,First Touch,2,339
1475,5893,18,Upsell,2024-11-13,5608,12409,7467,Webinars -> Lead -> Upsell,Time Decay,8,338
1476,5894,26,MQL,2024-01-29,5184,29742,69078,SEO -> Lead -> Opportunity,Time Decay,5,24
