attribution_id,conversion_id,campaign_id,attribution_model,attribution_percentage,attributed_revenue,touchpoint_position,days_from_first_touch,days_from_last_touch,channel_weight,interaction_type
2348,470,4,Linear,0.28,35908.11,3,179,21,0.3,Conversion
2349,470,4,Time Decay,0.53,40784.520000000004,3,152,9,0.71,Click
2350,470,4,Position Based,0.79,26598.6,10,46,3,0.38,Click
2351,471,45,First Touch,0.71,5886.93,3,343,4,0.26,Click
2352,471,45,Last Touch,0.36,3580.71,9,130,8,0.72,Conversion
2353,471,45,Linear,0.64,2548.98,5,308,25,0.83,Engagement
2354,471,45,Time Decay,0.52,4855.2,2,206,25,0.19,Engagement
2355,471,45,Position Based,0.89,5522.79,7,208,16,0.4,View
2356,472,40,First Touch,0.64,15159.300000000001,9,227,29,0.18,View
2357,472,40,Last Touch,0.33,26042.9,8,58,5,0.48,Conversion
2358,472,40,Linear,0.99,27986.399999999998,3,55,19,0.62,Engagement
2359,472,40,Time Decay,0.27,27597.699999999997,3,50,22,0.37,View
2360,472,40,Position Based,0.47,10494.900000000001,9,276,4,0.28,Click
2361,473,7,First Touch,0.54,6132.82,10,250,30,0.51,View
2362,473,7,Last Touch,0.87,14363.710000000001,8,261,5,0.43,Engagement
2363,473,7,Linear,0.3,13879.539999999999,3,98,28,0.18,Click
2364,473,7,Time Decay,0.47,11620.08,2,202,2,0.69,Click
2365,473,7,Position Based,0.22,9199.23,10,10,26,0.78,Conversion
2366,474,4,First Touch,0.26,8505.449999999999,10,79,9,0.25,View
2367,474,4,Last Touch,0.44,3111.75,3,50,8,0.32,View
2368,474,4,Linear,0.25,17425.8,5,227,18,0.58,View
2369,474,4,Time Decay,0.34,10787.4,7,100,7,0.16,Click
2370,474,4,Position Based,0.68,4978.8,4,57,5,0.64,Conversion
2371,475,20,First Touch,0.53,7184.2,1,272,13,0.72,Click
2372,475,20,Last Touch,0.94,8198.44,4,326,12,0.77,Engagement
2373,475,20,Linear,0.89,6846.120000000001,6,249,11,0.33,View
2374,475,20,Time Decay,0.64,6846.120000000001,3,282,13,0.16,Engagement
2375,475,20,Position Based,0.84,7944.879999999999,9,203,15,0.2,Engagement
2376,476,14,First Touch,0.44,9915.679999999998,9,119,5,0.84,View
2377,476,14,Last Touch,0.83,24276.32,5,131,26,0.92,View
2378,476,14,Linear,0.89,4786.88,4,336,28,0.21,Conversion
2379,476,14,Time Decay,0.93,7864.160000000001,3,50,9,0.59,Click
2380,476,14,Position Based,0.59,16070.24,10,25,18,0.4,View
2381,477,2,First Touch,0.92,1343.3,3,360,30,0.58,View
2382,477,2,Last Touch,0.21,1767.5,10,79,29,0.11,Engagement
2383,477,2,Linear,0.11,4807.6,7,206,30,0.86,View
2384,477,2,Time Decay,0.83,6928.599999999999,3,255,29,0.23,Engagement
2385,477,2,Position Based,0.2,3252.2000000000003,9,318,1,0.72,View
2386,478,43,First Touch,0.27,40737.97,7,66,19,0.29,Engagement
2387,478,43,Last Touch,0.77,42111.16,4,204,17,0.39,Engagement
2388,478,43,Linear,0.68,21971.04,3,82,10,0.63,Click
2389,478,43,Time Decay,0.64,24259.690000000002,10,116,5,0.49,Conversion
2390,478,43,Position Based,0.62,36618.4,2,73,24,0.65,Click
2391,479,23,First Touch,0.43,5878.8,9,302,11,0.59,View
2392,479,23,Last Touch,0.43,23770.800000000003,7,224,6,0.65,Engagement
2393,479,23,Linear,0.29,12780.0,2,297,6,0.96,Engagement
2394,479,23,Time Decay,0.32,15847.2,10,329,12,0.6,Engagement
2395,479,23,Position Based,0.63,23515.2,3,175,3,0.39,View
2396,480,16,First Touch,0.26,330.03,5,169,25,0.32,Engagement
2397,480,16,Last Touch,0.16,550.05,5,269,20,0.51,Engagement
2398,480,16,Linear,0.11,347.4,3,233,29,0.75,Conversion
2399,480,16,Time Decay,0.34,550.05,1,181,20,0.46,Click
2400,480,16,Position Based,0.65,138.96,5,329,5,0.4,View
2401,481,46,First Touch,0.61,20753.15,6,282,18,0.87,View
2402,481,46,Last Touch,0.51,3773.3,9,71,14,0.32,Conversion
2403,481,46,Linear,0.18,26035.769999999997,6,221,15,0.46,Conversion
2404,481,46,Time Decay,0.54,31695.719999999998,10,2,3,0.28,Engagement
2405,481,46,Position Based,0.64,12074.56,8,236,8,0.17,View
2406,482,37,First Touch,0.7,13304.199999999999,3,251,20,0.31,Engagement
2407,482,37,Last Touch,0.32,12353.9,2,92,3,0.83,Conversion
2408,482,37,Linear,0.11,14064.44,5,114,1,0.62,Click
2409,482,37,Time Decay,0.43,2280.72,5,236,19,0.51,View
2410,482,37,Position Based,0.78,5321.68,10,282,4,0.96,Click
2411,483,9,First Touch,0.58,10453.52,5,351,1,0.24,Conversion
2412,483,9,Last Touch,0.12,16986.97,3,206,9,0.64,Conversion
2413,483,9,Linear,0.17,8400.15,1,235,19,0.51,Click
2414,483,9,Time Decay,0.72,3546.73,1,47,14,0.16,View
2415,483,9,Position Based,0.81,13066.9,6,25,5,0.14,Click
2416,484,37,First Touch,0.38,15145.980000000001,6,208,30,0.64,Conversion
2417,484,37,Last Touch,0.84,29401.02,6,291,2,0.71,Click
2418,484,37,Linear,0.15,23164.440000000002,3,311,12,0.5,View
2419,484,37,Time Decay,0.38,23164.440000000002,9,82,1,0.76,Conversion
2420,484,37,Position Based,0.45,10245.810000000001,10,174,23,0.62,View
2421,485,44,First Touch,0.62,3223.44,3,163,22,0.71,View
2422,485,44,Last Touch,0.37,781.44,2,18,16,0.51,Click
2423,485,44,Linear,0.61,3076.92,3,254,22,0.85,Click
2424,485,44,Time Decay,0.51,4053.72,3,133,25,0.36,View
2425,485,44,Position Based,0.94,1269.8400000000001,10,61,17,0.83,Conversion
2426,486,1,First Touch,0.11,20779.879999999997,6,1,16,0.14,Click
2427,486,1,Last Touch,0.63,7761.16,7,20,30,0.83,Click
2428,486,1,Linear,0.86,20028.800000000003,2,7,11,0.99,View
2429,486,1,Time Decay,0.81,5007.200000000001,7,240,19,0.61,Engagement
2430,486,1,Position Based,0.57,9513.68,10,222,20,0.76,View
2431,487,37,First Touch,0.72,16789.34,8,42,14,0.87,Engagement
2432,487,37,Last Touch,0.27,24708.84,2,229,14,0.97,Click
2433,487,37,Linear,0.62,29460.54,6,345,27,0.65,View
2434,487,37,Time Decay,0.35,6335.6,4,101,28,0.44,View
2435,487,37,Position Based,0.66,7285.9400000000005,9,156,12,0.24,View
2436,488,29,First Touch,0.94,18761.47,8,49,1,0.99,View
2437,488,29,Last Touch,0.24,20885.41,3,230,17,0.89,Click
2438,488,29,Linear,0.54,17345.51,6,204,22,0.97,Engagement
2439,488,29,Time Decay,0.49,14159.6,7,98,5,0.37,Engagement
2440,488,29,Position Based,0.67,12743.64,8,202,26,0.92,Click
2441,489,42,First Touch,0.48,9539.25,7,169,3,0.89,Engagement
2442,489,42,Last Touch,0.62,20895.5,4,312,18,0.49,View
2443,489,42,Linear,0.81,34068.75,8,33,21,0.13,Click
2444,489,42,Time Decay,0.78,25438.000000000004,3,120,15,0.2,Conversion
2445,489,42,Position Based,0.16,16353.0,8,162,10,0.53,Conversion
2446,490,44,First Touch,0.36,29012.0,6,32,29,0.47,View
2447,490,44,Last Touch,0.3,6527.7,5,49,8,0.9,Engagement
2448,490,44,Linear,0.4,31187.899999999998,10,104,9,0.14,Conversion
2449,490,44,Time Decay,0.89,31550.55,3,77,26,0.37,Engagement
2450,490,44,Position Based,0.14,5439.75,9,226,29,0.16,Click
2451,491,5,First Touch,0.63,3810.6,5,287,10,0.13,View
2452,491,5,Last Touch,0.15,1100.8400000000001,6,172,11,0.98,View
2453,491,5,Linear,0.61,3810.6,1,307,19,0.61,Click
2454,491,5,Time Decay,0.22,2032.32,10,349,21,0.84,Click
2455,491,5,Position Based,0.72,3217.84,2,25,6,0.84,Conversion
2456,492,28,First Touch,0.93,34005.119999999995,2,11,14,0.58,Engagement
2457,492,28,Last Touch,0.59,33296.68,7,365,27,0.22,Click
2458,492,28,Linear,0.22,5313.3,3,355,12,0.32,View
2459,492,28,Time Decay,0.53,10980.82,5,130,3,0.55,View
2460,492,28,Position Based,0.7,6021.740000000001,4,188,30,0.47,View
2461,493,20,First Touch,0.46,13185.48,9,44,11,0.72,Click
2462,493,20,Last Touch,0.62,10788.12,4,208,13,0.47,Click
2463,493,20,Linear,0.43,6678.360000000001,4,32,25,0.45,Click
2464,493,20,Time Decay,0.3,7020.839999999999,4,176,22,0.85,Click
2465,493,20,Position Based,0.75,13356.720000000001,1,210,2,0.43,Engagement
2466,494,45,First Touch,0.2,3562.2400000000002,1,365,14,0.71,Engagement
2467,494,45,Last Touch,0.43,1510.0800000000002,8,156,26,0.53,Conversion
2468,494,45,Linear,0.89,464.64,7,122,20,0.13,Conversion
2469,494,45,Time Decay,0.39,3794.56,1,150,23,0.43,Engagement
2470,494,45,Position Based,0.23,3213.7599999999998,5,56,19,0.39,Click
2471,495,50,First Touch,0.71,6318.81,1,184,24,0.62,Click
2472,495,50,Last Touch,0.73,1525.23,5,152,5,0.63,Click
2473,495,50,Linear,0.79,5737.77,4,327,22,0.94,Conversion
2474,495,50,Time Decay,0.68,6028.29,9,51,23,0.7,Click
2475,495,50,Position Based,0.64,1888.38,2,234,6,0.52,Conversion
2476,496,41,First Touch,0.94,2648.16,2,316,13,0.48,View
2477,496,41,Last Touch,0.72,2151.63,6,247,3,0.74,Conversion
2478,496,41,Linear,0.35,662.04,3,117,7,0.2,View
2479,496,41,Time Decay,0.58,827.55,2,99,20,0.78,Engagement
2480,496,41,Position Based,0.65,3420.54,2,284,25,0.39,Engagement
2481,497,19,First Touch,0.53,17170.14,5,194,3,0.95,Conversion
2482,497,19,Last Touch,0.83,3962.3399999999997,7,20,9,0.23,Click
2483,497,19,Linear,0.53,17170.14,1,235,21,0.13,Click
2484,497,19,Time Decay,0.9,21572.739999999998,1,297,20,0.29,Conversion
2485,497,19,Position Based,0.12,18050.66,2,110,10,0.19,View
2486,498,45,First Touch,0.13,20228.149999999998,8,24,20,0.82,Click
2487,498,45,Last Touch,0.93,4799.900000000001,4,313,21,0.61,Click
2488,498,45,Linear,0.83,18513.9,6,276,4,0.19,Conversion
2489,498,45,Time Decay,0.86,15085.4,8,169,21,0.67,Conversion
2490,498,45,Position Based,0.12,25028.05,5,228,27,0.35,View
2491,499,32,First Touch,0.18,14547.75,2,272,30,0.95,View
2492,499,32,Last Touch,0.59,6161.4,7,292,11,0.34,View
2493,499,32,Linear,0.48,9242.1,10,170,18,0.73,View
2494,499,32,Time Decay,0.96,8728.65,2,52,3,0.46,Engagement
2495,499,32,Position Based,0.72,8386.35,2,217,10,0.46,Conversion
2496,500,36,First Touch,0.34,3638.5499999999997,1,58,10,0.51,Click
2497,500,36,Last Touch,0.55,6064.25,2,102,2,0.37,Click
2498,500,36,Linear,0.38,8975.09,10,126,23,0.2,Conversion
2499,500,36,Time Decay,0.12,10915.65,5,242,7,0.45,View
2500,500,36,Position Based,0.69,7519.67,8,162,14,0.85,Conversion
2501,501,40,First Touch,0.37,14732.880000000001,10,340,16,0.93,Conversion
2502,501,40,Last Touch,0.54,28599.120000000003,10,344,3,0.69,Engagement
2503,501,40,Linear,0.24,33365.64,10,167,17,0.43,Conversion
2504,501,40,Time Decay,0.6,42032.04,8,91,28,0.45,Conversion
2505,501,40,Position Based,0.29,36398.88,2,196,30,0.92,Engagement
2506,502,14,First Touch,0.76,3375.68,2,301,30,0.85,Engagement
2507,502,14,Last Touch,0.7,460.32,3,124,9,0.17,View
2508,502,14,Linear,0.94,728.84,10,117,16,0.76,View
2509,502,14,Time Decay,0.73,1304.24,10,357,18,0.53,View
2510,502,14,Position Based,0.13,1687.84,9,45,5,0.51,Engagement
2511,503,3,First Touch,0.95,8711.550000000001,3,179,29,0.32,Click
2512,503,3,Last Touch,0.57,10539.9,2,48,15,0.83,Engagement
2513,503,3,Linear,0.57,1398.15,8,234,20,0.12,Conversion
2514,503,3,Time Decay,0.35,5700.150000000001,7,274,20,0.68,Click
2515,503,3,Position Based,0.46,6345.45,8,111,15,0.76,Conversion
2516,504,1,First Touch,0.18,26506.2,5,136,18,0.47,View
2517,504,1,Last Touch,0.11,27389.74,2,267,1,0.24,Engagement
2518,504,1,Linear,0.24,37992.22,6,268,30,0.93,Conversion
2519,504,1,Time Decay,0.24,25622.66,1,75,27,0.98,View
2520,504,1,Position Based,0.15,13694.87,5,305,3,0.68,Conversion
2521,505,8,First Touch,0.57,550.83,8,357,30,0.58,View
2522,505,8,Last Touch,0.53,740.4599999999999,1,181,18,0.9,Conversion
2523,505,8,Linear,0.35,523.74,7,222,14,0.36,Conversion
2524,505,8,Time Decay,0.49,397.32,1,308,27,0.47,Conversion
2525,505,8,Position Based,0.96,108.36,10,187,22,0.4,Conversion
2526,506,19,First Touch,0.63,12894.089999999998,3,332,16,0.46,Conversion
2527,506,19,Last Touch,0.95,9749.19,4,214,10,0.4,View
2528,506,19,Linear,0.64,20756.34,5,28,11,0.79,Engagement
2529,506,19,Time Decay,0.39,27675.12,3,58,14,0.99,Conversion
2530,506,19,Position Based,0.65,12265.11,10,365,29,0.79,Conversion
2531,507,46,First Touch,0.2,12765.15,8,103,27,0.37,Engagement
2532,507,46,Last Touch,0.86,13302.63,3,240,28,0.96,Conversion
2533,507,46,Linear,0.28,6852.87,6,232,4,0.84,Conversion
2534,507,46,Time Decay,0.88,11824.56,1,9,10,0.33,Engagement
2535,507,46,Position Based,0.68,3627.9900000000002,4,36,6,0.38,Engagement
2536,508,33,First Touch,0.54,31985.840000000004,2,112,14,0.42,Engagement
2537,508,33,Last Touch,0.19,24459.760000000002,2,38,11,0.56,Click
2538,508,33,Linear,0.84,24459.760000000002,10,252,22,0.31,View
2539,508,33,Time Decay,0.99,17404.06,3,37,6,0.11,Click
2540,508,33,Position Based,0.66,16463.3,5,148,8,0.58,View
2541,509,38,First Touch,0.41,1897.4,6,320,4,0.87,Conversion
2542,509,38,Last Touch,0.65,6830.639999999999,7,182,30,0.65,View
2543,509,38,Linear,0.58,3699.9300000000003,2,160,23,0.42,Click
2544,509,38,Time Decay,0.98,5217.85,9,105,7,0.17,View
2545,509,38,Position Based,0.88,7494.7300000000005,1,335,28,0.38,Engagement
2546,510,4,First Touch,0.62,27526.96,2,338,19,0.37,Engagement
2547,510,4,Last Touch,0.32,11713.6,6,270,17,0.18,View
2548,510,4,Linear,0.15,20498.8,6,26,23,0.97,Click
2549,510,4,Time Decay,0.31,29284.0,1,152,13,0.95,Engagement
2550,510,4,Position Based,0.19,15520.52,7,142,15,0.25,View
2551,511,36,First Touch,0.71,15683.039999999999,4,87,9,0.28,Engagement
2552,511,36,Last Touch,0.83,29187.88,2,270,17,0.18,View
2553,511,36,Linear,0.98,22217.64,7,68,19,0.56,Conversion
2554,511,36,Time Decay,0.72,32673.0,5,79,22,0.34,Click
2555,511,36,Position Based,0.55,19168.16,6,160,7,0.77,Conversion
2556,512,16,First Touch,0.58,21073.86,8,122,13,0.61,View
2557,512,16,Last Touch,0.29,5169.06,10,21,6,0.12,Engagement
2558,512,16,Linear,0.63,4373.82,3,14,10,0.78,View
2559,512,16,Time Decay,0.92,36581.04,6,13,5,0.58,Click
2560,512,16,Position Based,0.78,18688.14,6,23,15,0.21,Conversion
2561,513,9,First Touch,0.25,4529.2,6,365,16,0.61,Conversion
2562,513,9,Last Touch,0.58,2839.2,2,56,10,0.34,Conversion
2563,513,9,Linear,0.92,6151.6,1,51,10,0.73,Conversion
2564,513,9,Time Decay,0.63,2095.6,1,110,19,0.14,View
2565,513,9,Position Based,0.12,4056.0,1,7,11,0.17,Conversion
2566,514,38,First Touch,0.9,34645.36,1,53,10,0.29,Conversion
2567,514,38,Last Touch,1.0,8661.34,2,71,6,0.82,Click
2568,514,38,Linear,0.91,20335.32,10,223,6,0.78,Conversion
2569,514,38,Time Decay,0.44,34645.36,2,123,29,0.72,Engagement
2570,514,38,Position Based,0.55,23347.96,9,294,5,0.13,Conversion
2571,515,8,First Touch,0.9,14787.499999999998,10,125,15,0.85,Engagement
2572,515,8,Last Touch,0.5,8027.5,1,287,25,0.45,View
2573,515,8,Linear,0.93,28307.5,6,266,19,0.58,Engagement
2574,515,8,Time Decay,0.43,5915.000000000001,8,205,22,0.33,Click
2575,515,8,Position Based,0.19,15210.0,3,97,22,0.44,Click
2576,516,30,First Touch,0.92,4544.19,5,169,12,0.98,View
2577,516,30,Last Touch,0.14,16662.03,6,268,28,0.89,View
2578,516,30,Linear,0.63,4976.97,5,145,17,0.47,View
2579,516,30,Time Decay,0.59,11901.45,6,174,8,0.89,View
2580,516,30,Position Based,0.36,15363.689999999999,3,259,22,0.18,Engagement
2581,517,9,First Touch,0.82,22107.99,4,99,11,0.29,Click
2582,517,9,Last Touch,0.45,23408.460000000003,4,92,18,0.88,Click
2583,517,9,Linear,0.39,41615.04,10,41,4,0.38,Engagement
2584,517,9,Time Decay,0.96,26442.89,4,51,22,0.38,Conversion
2585,517,9,Position Based,0.18,39881.08,6,251,12,0.94,Conversion
2586,518,20,First Touch,0.68,5815.29,9,216,24,0.76,Engagement
2587,518,20,Last Touch,0.59,4126.9800000000005,1,221,24,0.87,View
2588,518,20,Linear,0.63,6190.47,4,272,7,0.68,View
2589,518,20,Time Decay,0.69,1063.01,6,50,29,0.15,Conversion
2590,518,20,Position Based,1.0,812.89,8,164,16,0.2,Click
2591,519,35,First Touch,0.31,22555.27,6,134,7,0.83,View
2592,519,35,Last Touch,0.56,9630.34,6,271,24,0.52,View
2593,519,35,Linear,0.52,11404.35,2,351,5,0.38,View
2594,519,35,Time Decay,0.75,11657.78,1,243,29,0.51,Conversion
2595,519,35,Position Based,0.86,12924.93,5,281,17,0.11,Engagement
2596,520,41,First Touch,0.48,22169.7,10,18,9,0.84,View
2597,520,41,Last Touch,0.27,40890.78,7,294,8,0.95,Click
2598,520,41,Linear,0.86,15272.46,10,357,30,0.14,View
2599,520,41,Time Decay,0.48,16257.78,10,117,15,0.16,Click
2600,520,41,Position Based,0.45,48773.34,9,342,8,0.48,Engagement
2601,521,21,First Touch,0.72,22797.68,6,201,23,0.29,Conversion
2602,521,21,Last Touch,0.52,21456.64,3,11,23,0.96,Engagement
2603,521,21,Linear,0.9,33190.74,8,195,30,0.73,Click
2604,521,21,Time Decay,0.56,32184.96,8,326,29,0.11,Conversion
2605,521,21,Position Based,0.8,13075.140000000001,2,50,15,0.81,Conversion
2606,522,28,First Touch,0.99,13193.58,9,145,14,0.9,View
2607,522,28,Last Touch,0.83,10510.14,7,348,7,0.46,View
2608,522,28,Linear,0.31,17889.600000000002,3,285,23,0.35,View
2609,522,28,Time Decay,0.56,17889.600000000002,4,248,1,0.94,Click
2610,522,28,Position Based,0.62,21467.52,1,151,20,0.42,Engagement
2611,523,41,First Touch,0.47,2643.4800000000005,3,313,27,0.19,Click
2612,523,41,Last Touch,0.4,7269.570000000001,9,141,15,0.32,View
2613,523,41,Linear,0.23,1793.79,7,120,3,0.26,Conversion
2614,523,41,Time Decay,0.57,7458.39,3,219,17,0.91,Click
2615,523,41,Position Based,0.9,1793.79,7,76,29,0.9,Engagement
2616,524,49,First Touch,0.97,10927.800000000001,2,67,2,0.62,Click
2617,524,49,Last Touch,0.85,10806.380000000001,3,43,8,0.61,Engagement
2618,524,49,Linear,0.97,1942.72,8,234,23,0.59,View
2619,524,49,Time Decay,0.91,10684.960000000001,7,349,2,0.5,Conversion
2620,524,49,Position Based,0.86,11170.640000000001,7,251,19,0.16,View
2621,525,49,First Touch,0.69,26016.0,9,177,6,0.99,Conversion
2622,525,49,Last Touch,0.22,16390.08,2,343,17,0.35,Click
2623,525,49,Linear,0.94,20552.64,5,271,22,0.28,Engagement
2624,525,49,Time Decay,0.47,11967.36,5,142,26,0.42,View
2625,525,49,Position Based,0.59,16650.24,5,348,21,0.65,Click
2626,526,22,First Touch,0.36,12670.64,5,48,25,0.73,Engagement
2627,526,22,Last Touch,0.66,12052.560000000001,5,2,27,0.55,Click
2628,526,22,Linear,0.77,21323.76,4,156,8,0.77,View
2629,526,22,Time Decay,0.75,25650.32,6,326,28,0.86,Engagement
2630,526,22,Position Based,0.95,12979.68,9,132,10,0.81,View
2631,527,19,First Touch,0.78,4626.01,8,226,23,0.77,Conversion
2632,527,19,Last Touch,0.75,3675.4599999999996,10,314,9,0.93,Conversion
2633,527,19,Linear,0.19,2598.1699999999996,3,301,29,0.95,Conversion
2634,527,19,Time Decay,0.77,887.1800000000001,6,349,3,0.12,Engagement
2635,527,19,Position Based,0.27,3168.5,1,78,1,0.91,View
2636,528,28,First Touch,0.36,4558.62,3,128,20,0.94,Click
2637,528,28,Last Touch,0.4,10774.92,5,215,30,0.13,View
2638,528,28,Linear,0.58,9531.66,6,51,13,0.19,Conversion
2639,528,28,Time Decay,0.14,12847.02,5,105,26,0.33,Conversion
2640,528,28,Position Based,0.46,1657.6799999999998,6,332,15,0.77,Engagement
2641,529,10,First Touch,0.23,6646.099999999999,9,283,30,0.13,View
2642,529,10,Last Touch,0.34,15399.5,6,298,28,0.43,Engagement
2643,529,10,Linear,0.61,7780.799999999999,9,219,2,0.71,View
2644,529,10,Time Decay,0.49,5511.400000000001,7,330,24,0.3,Click
2645,529,10,Position Based,0.71,9563.9,6,190,13,0.86,View
2646,530,44,First Touch,0.64,6437.860000000001,2,119,4,0.68,View
2647,530,44,Last Touch,0.55,9409.18,1,255,11,0.15,Conversion
2648,530,44,Linear,0.78,21789.68,10,216,18,0.99,View
2649,530,44,Time Decay,0.96,19313.58,5,108,16,0.47,Click
2650,530,44,Position Based,0.23,11390.060000000001,10,184,9,0.13,Conversion
2651,531,19,First Touch,0.58,9742.2,6,180,15,0.2,Conversion
2652,531,19,Last Touch,0.57,25329.72,1,300,4,0.16,Click
2653,531,19,Linear,0.75,45788.34,4,81,20,0.47,Conversion
2654,531,19,Time Decay,0.44,16074.630000000001,6,54,28,0.54,Conversion
2655,531,19,Position Based,0.12,37020.36,3,8,21,0.64,View
2656,532,44,First Touch,0.6,11871.14,2,250,14,0.14,Engagement
2657,532,44,Last Touch,0.96,15892.009999999998,10,107,24,0.96,Click
2658,532,44,Linear,0.17,16849.36,7,230,3,0.68,Click
2659,532,44,Time Decay,0.74,11105.259999999998,8,218,28,0.19,View
2660,532,44,Position Based,0.4,2297.64,4,91,30,0.73,View
2661,533,20,First Touch,0.47,6020.63,2,153,1,0.59,View
2662,533,20,Last Touch,0.5,5283.41,9,129,19,0.11,Conversion
2663,533,20,Linear,0.43,10321.08,8,205,2,0.67,Conversion
2664,533,20,Time Decay,0.87,8969.51,5,127,7,0.91,Engagement
2665,533,20,Position Based,0.22,4669.06,2,78,27,0.58,Conversion
2666,534,22,First Touch,0.29,32811.1,10,102,14,0.4,Click
2667,534,22,Last Touch,0.12,32465.719999999998,3,85,18,0.32,Click
2668,534,22,Linear,0.83,31429.58,4,56,20,0.12,Conversion
2669,534,22,Time Decay,0.29,6907.6,3,184,10,0.69,View
2670,534,22,Position Based,0.56,4144.5599999999995,1,108,15,0.35,Conversion
2671,535,46,First Touch,0.71,4911.42,8,250,12,0.6,Click
2672,535,46,Last Touch,0.22,1067.7,1,115,10,0.63,View
2673,535,46,Linear,0.21,4270.8,8,349,28,0.95,Click
2674,535,46,Time Decay,0.73,4377.57,3,341,20,0.62,Click
2675,535,46,Position Based,0.19,8861.91,7,194,24,0.78,Click
2676,536,24,First Touch,0.45,17907.15,2,310,8,0.87,Engagement
2677,536,24,Last Touch,0.46,18677.35,7,253,18,0.99,Conversion
2678,536,24,Linear,0.72,18484.8,2,67,5,0.11,Click
2679,536,24,Time Decay,0.41,13285.949999999999,3,302,2,0.48,Conversion
2680,536,24,Position Based,0.33,7702.0,6,66,3,0.72,Engagement
2681,537,34,First Touch,0.54,23779.600000000002,6,22,17,0.56,Engagement
2682,537,34,Last Touch,0.87,9877.68,3,98,19,0.88,View
2683,537,34,Linear,0.73,11341.039999999999,5,296,13,0.16,Engagement
2684,537,34,Time Decay,0.96,12438.560000000001,4,136,14,0.51,Click
2685,537,34,Position Based,0.71,21584.559999999998,6,93,27,0.82,Click
2686,538,31,First Touch,0.85,37226.28,1,229,18,0.38,Engagement
2687,538,31,Last Touch,0.75,36408.12,1,69,30,0.91,Engagement
2688,538,31,Linear,0.78,18817.68,5,212,22,0.97,Conversion
2689,538,31,Time Decay,0.28,38453.52,10,194,21,0.85,Engagement
2690,538,31,Position Based,0.89,11454.240000000002,2,350,7,0.16,Conversion
2691,539,22,First Touch,0.95,2174.6,7,194,21,0.17,Engagement
2692,539,22,Last Touch,0.9,2826.98,3,105,9,0.53,Conversion
2693,539,22,Linear,0.22,16309.5,8,340,6,0.51,Click
2694,539,22,Time Decay,0.88,11307.92,5,260,11,0.24,View
2695,539,22,Position Based,0.68,19788.86,4,156,6,0.23,View
2696,540,26,First Touch,0.41,22636.02,8,295,17,0.48,View
2697,540,26,Last Touch,0.72,22978.99,1,168,16,0.62,Click
2698,540,26,Linear,0.68,31553.24,10,65,8,0.4,View
2699,540,26,Time Decay,0.28,22636.02,4,337,30,0.6,View
2700,540,26,Position Based,0.58,21607.11,7,259,3,0.18,View
2701,541,2,First Touch,0.95,22113.120000000003,1,84,10,0.32,View
2702,541,2,Last Touch,0.12,32688.960000000003,8,197,30,0.86,Click
2703,541,2,Linear,0.98,24997.440000000002,8,171,11,0.29,View
